CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,REGIAO,CLUSTER,PC_ALUNO_ALFABETIZADO,DISTANCIA_META_2030,PC_FAMILIAS_POBREZA,RENDA_PER_CAPITA_MEDIA,MEDIA_INSE,PC_ESCOLAS_BIBLIOTECA,PC_ESCOLAS_LAB_INFORMATICA,PC_ESCOLAS_INTERNET_ALUNOS
2210003,São João Do Piauí,PI,Nordeste,0,70.55,-9.45,35.00476039352586,938.51,4.086666666666667,0.631578947368421,0.3157894736842105,0.7368421052631579
2210052,São José Do Divino,PI,Nordeste,0,94.34,14.34,38.39874411302983,675.53,4.220000000000001,0.16666666666666666,0.16666666666666666,0.0
2210102,São José Do Peixe,PI,Nordeste,0,97.68,17.68,34.51232583065381,840.15,4.2725,0.0,0.0,0.2
2210201,São José Do Piauí,PI,Nordeste,0,94.44,14.44,35.72104764910066,717.8,4.388,0.06666666666666667,0.13333333333333333,0.0
2210300,São Julião,PI,Nordeste,0,88.85,8.85,39.386792452830186,844.95,4.276,0.7,0.2,0.1
2210359,São Lourenço Do Piauí,PI,Nordeste,0,71.9,-8.1,37.43068391866913,792.54,4.109999999999999,0.2,0.3,0.1
2210375,São Luis Do Piauí,PI,Nordeste,0,79.17,-0.83,32.38405207485761,627.35,4.3225,0.0,0.25,0.5
2210383,São Miguel Da Baixa Grande,PI,Nordeste,2,65.22,-14.78,31.330049261083744,668.78,4.44,0.3333333333333333,0.3333333333333333,0.3333333333333333
2210391,São Miguel Do Fidalgo,PI,Nordeste,0,90.83,10.83,33.92504930966469,686.11,4.065,0.0,0.16666666666666666,0.16666666666666666
2210409,São Miguel Do Tapuio,PI,Nordeste,0,96.27,16.27,33.48732273313279,649.54,4.123636363636364,0.12903225806451613,0.1935483870967742,0.1935483870967742
2210508,São Pedro Do Piauí,PI,Nordeste,0,87.03,7.03,41.1970190964136,706.19,4.16,0.23076923076923078,0.3076923076923077,0.46153846153846156
2210607,São Raimundo Nonato,PI,Nordeste,0,72.96,-7.04,34.07057404242485,1068.24,4.34,0.37142857142857144,0.2571428571428571,0.34285714285714286
2210623,Sebastião Barros,PI,Nordeste,2,51.41,-28.59,34.852763210972164,634.49,4.1425,0.0,0.125,0.125
2210631,Sebastião Leal,PI,Nordeste,0,96.83,16.83,34.94505494505494,814.19,4.586,0.0,0.1,0.2
2210656,Sigefredo Pacheco,PI,Nordeste,0,71.78,-8.22,37.33023588277341,659.91,4.222857142857142,0.08333333333333333,0.08333333333333333,0.5833333333333334
2210706,Simões,PI,Nordeste,0,90.54,10.54,32.02768601541608,698.6,4.307,0.13333333333333333,0.3333333333333333,0.6
2210805,Simplício Mendes,PI,Nordeste,0,80.44,0.44,33.313042154923146,856.73,4.173333333333334,0.25,0.2,0.1
2210904,Socorro Do Piauí,PI,Nordeste,0,74.76,-5.24,36.715803908124784,569.04,4.305,0.0,0.2222222222222222,0.3333333333333333
2210938,Sussuapara,PI,Nordeste,0,74.81,-5.19,37.12540005819028,798.91,4.425,0.2,0.1,0.9
2210953,Tamboril Do Piauí,PI,Nordeste,0,73.17,-6.83,36.795086543830266,671.89,3.9499999999999997,0.0,0.5,0.5
2210979,Tanque Do Piauí,PI,Nordeste,0,76.47,-3.53,29.62707182320442,955.24,4.385,0.0,0.125,0.75
2211001,Teresina,PI,Nordeste,0,80.58,0.58,33.44530063990469,1559.89,4.532272727272727,0.405103668261563,0.34609250398724084,0.4370015948963317
2211100,União,PI,Nordeste,0,78.15,-1.85,38.635009786401156,727.69,4.104827586206897,0.21212121212121213,0.16666666666666666,0.09090909090909091
2211209,Uruçuí,PI,Nordeste,2,57.7,-22.3,35.90883298657083,1041.2,4.4390909090909085,0.24242424242424243,0.21212121212121213,0.18181818181818182
2211308,Valença Do Piauí,PI,Nordeste,2,55.42,-24.58,29.545934530095035,1059.55,4.455454545454545,0.24,0.2,0.32
2211357,Várzea Branca,PI,Nordeste,0,65.77,-14.23,38.848289973691905,610.54,3.928,0.25,0.08333333333333333,0.0
2211407,Várzea Grande,PI,Nordeste,0,92.31,12.31,35.85041352031643,839.8,4.503333333333333,0.25,0.5,0.25
2211506,Vera Mendes,PI,Nordeste,0,86.35,6.35,31.90839694656489,599.07,4.056666666666667,0.14285714285714285,0.14285714285714285,0.2857142857142857
2211605,Vila Nova Do Piauí,PI,Nordeste,0,100.0,20.0,34.40102498398463,738.02,4.079999999999999,0.2,0.4,0.6
2211704,Wall Ferraz,PI,Nordeste,0,93.33,13.33,39.839999999999996,601.14,4.13,0.16666666666666666,0.16666666666666666,0.16666666666666666
2300101,Abaiara,CE,Nordeste,0,81.9,1.9,34.43858327053504,677.33,4.3149999999999995,0.11764705882352941,0.11764705882352941,0.29411764705882354
2300150,Acarape,CE,Nordeste,0,76.63,-3.37,35.42692939244663,674.46,4.365555555555556,0.42857142857142855,0.2857142857142857,0.21428571428571427
2300200,Acaraú,CE,Nordeste,0,98.59,18.59,40.243532126806755,694.7,4.216388888888889,0.3225806451612903,0.22580645161290322,0.22580645161290322
2300309,Acopiara,CE,Nordeste,2,59.16,-20.84,36.22858561615493,758.47,4.312692307692307,0.5348837209302325,0.18604651162790697,0.4186046511627907
2300408,Aiuaba,CE,Nordeste,0,70.82,-9.18,36.1047145800509,659.88,4.181111111111111,0.2222222222222222,0.2222222222222222,0.2777777777777778
2300507,Alcântaras,CE,Nordeste,0,100.0,20.0,29.567541302235178,753.79,4.313,0.11764705882352941,0.11764705882352941,0.11764705882352941
2300606,Altaneira,CE,Nordeste,0,98.73,18.73,33.13356164383562,699.36,4.223333333333334,0.125,0.25,0.5
2300705,Alto Santo,CE,Nordeste,0,97.69,17.69,31.6866708780796,803.58,4.461111111111111,0.7058823529411765,0.35294117647058826,0.5294117647058824
2300754,Amontada,CE,Nordeste,0,86.94,6.94,37.897125567322234,582.24,4.048157894736843,0.16901408450704225,0.16901408450704225,0.1267605633802817
2300804,Antonina Do Norte,CE,Nordeste,0,95.45,15.45,37.632301058408466,793.02,4.1325,0.125,0.625,0.125
2300903,Apuiarés,CE,Nordeste,0,77.03,-2.97,39.31352754542832,627.92,4.205,0.1,0.2,0.55
2301000,Aquiraz,CE,Nordeste,0,86.63,6.63,35.02871825876663,930.64,4.559333333333333,0.2857142857142857,0.2,0.5285714285714286
2301109,Aracati,CE,Nordeste,0,86.79,6.79,30.445808372229777,904.09,4.479375,0.4393939393939394,0.25757575757575757,0.8181818181818182
2301208,Aracoiaba,CE,Nordeste,0,82.89,2.89,32.27791784072372,718.73,4.275333333333333,0.6071428571428571,0.17857142857142858,0.8571428571428571
2301257,Ararendá,CE,Nordeste,0,100.0,20.0,34.23407301360057,623.37,4.1925,0.6428571428571429,0.42857142857142855,0.7142857142857143
2301307,Araripe,CE,Nordeste,0,72.6,-7.4,34.680048035683654,545.54,4.202,0.4666666666666667,0.23333333333333334,0.3333333333333333
2301406,Aratuba,CE,Nordeste,1,87.27,7.27,33.21186019546133,732.99,4.418888888888889,0.7333333333333333,0.7333333333333333,0.7333333333333333
2301505,Arneiroz,CE,Nordeste,2,63.82,-16.18,33.0520909757887,732.65,4.3,0.2222222222222222,0.1111111111111111,0.7777777777777778
2301604,Assaré,CE,Nordeste,0,99.35,19.35,35.11894995898277,720.44,4.055,0.2727272727272727,0.2727272727272727,0.5
2301703,Aurora,CE,Nordeste,0,70.92,-9.08,32.148046841610395,714.57,4.2170000000000005,0.30434782608695654,0.13043478260869565,0.391304347826087
2301802,Baixio,CE,Nordeste,0,75.53,-4.47,33.60495436766623,660.22,4.215,0.14285714285714285,0.14285714285714285,0.14285714285714285
2301851,Banabuiú,CE,Nordeste,0,75.73,-4.27,34.650455927051674,740.46,4.298461538461539,0.38095238095238093,0.23809523809523808,0.47619047619047616
2301901,Barbalha,CE,Nordeste,0,82.81,2.81,28.457171421430356,1005.61,4.429285714285714,0.532258064516129,0.24193548387096775,0.22580645161290322
2301950,Barreira,CE,Nordeste,0,90.47,10.47,36.87150837988827,713.88,4.457272727272727,0.42105263157894735,0.21052631578947367,0.21052631578947367
2302008,Barro,CE,Nordeste,0,74.63,-5.37,33.27286614473935,729.66,4.386428571428572,0.23809523809523808,0.2857142857142857,0.42857142857142855
2302057,Barroquinha,CE,Nordeste,0,99.57,19.57,37.98900743614614,509.21,4.0325,0.35294117647058826,0.17647058823529413,0.35294117647058826
2302107,Baturité,CE,Nordeste,0,87.79,7.79,37.40060637263314,773.07,4.242727272727273,0.28205128205128205,0.20512820512820512,0.6410256410256411
2302206,Beberibe,CE,Nordeste,0,84.29,4.29,37.65279394644936,759.16,4.405161290322581,0.28,0.34,0.5
2302305,Bela Cruz,CE,Nordeste,0,94.82,14.82,38.41655420602789,621.73,4.0947826086956525,0.20512820512820512,0.23076923076923078,0.3076923076923077
2302404,Boa Viagem,CE,Nordeste,0,90.27,10.27,34.11441234405778,714.71,4.3212,0.08928571428571429,0.25,0.75
2302503,Brejo Santo,CE,Nordeste,0,91.7,11.7,35.23734592184631,873.09,4.340416666666667,0.3275862068965517,0.39655172413793105,0.5689655172413793
2302602,Camocim,CE,Nordeste,0,97.57,17.57,35.56217474664475,731.25,4.161,0.5,0.21666666666666667,0.8666666666666667
2302701,Campos Sales,CE,Nordeste,2,57.68,-22.32,30.192837465564736,748.63,4.247647058823529,0.41379310344827586,0.27586206896551724,0.3103448275862069
2302800,Canindé,CE,Nordeste,0,96.5,16.5,37.50493388592856,816.43,4.225714285714286,0.24731182795698925,0.22580645161290322,0.3225806451612903
2302909,Capistrano,CE,Nordeste,0,74.48,-5.52,36.859045504994455,612.32,4.15125,0.3157894736842105,0.15789473684210525,0.631578947368421
2303006,Caridade,CE,Nordeste,0,93.95,13.95,38.77409099940393,655.3,4.254166666666666,0.16,0.16,0.16
2303105,Cariré,CE,Nordeste,0,99.49,19.49,31.690889755405884,608.07,3.727272727272727,0.19230769230769232,0.3076923076923077,0.3076923076923077
2303204,Caririaçu,CE,Nordeste,0,80.38,0.38,34.85355088939414,627.49,4.388333333333333,0.18518518518518517,0.2222222222222222,0.37037037037037035
2303303,Cariús,CE,Nordeste,0,94.99,14.99,34.61538461538461,681.18,4.258571428571429,0.5,0.3333333333333333,0.8333333333333334
2303402,Carnaubal,CE,Nordeste,0,97.01,17.01,33.40056474384833,654.73,4.276,0.22727272727272727,0.18181818181818182,0.22727272727272727
2303501,Cascavel,CE,Nordeste,0,78.66,-1.34,35.14115898959881,873.81,4.426571428571429,0.30434782608695654,0.18840579710144928,0.6086956521739131
2303600,Catarina,CE,Nordeste,0,82.13,2.13,33.548271538599316,715.33,4.36,0.058823529411764705,0.058823529411764705,0.058823529411764705
2303659,Catunda,CE,Nordeste,0,98.84,18.84,40.551852425980464,659.33,4.185,0.3333333333333333,0.2,0.8666666666666667
2303709,Caucaia,CE,Nordeste,2,57.7,-22.3,35.97245916876097,947.97,4.484358974358974,0.6299559471365639,0.19823788546255505,0.5022026431718062
2303808,Cedro,CE,Nordeste,0,92.37,12.37,33.94804503945385,857.12,4.233846153846153,0.39285714285714285,0.2857142857142857,0.2857142857142857
2303907,Chaval,CE,Nordeste,0,87.37,7.37,35.74690150032615,672.47,4.128888888888889,0.21052631578947367,0.2631578947368421,0.3157894736842105
2303931,Choró,CE,Nordeste,0,95.85,15.85,33.66111951588503,549.53,4.1657142857142855,0.3,0.25,0.4
2303956,Chorozinho,CE,Nordeste,0,99.55,19.55,34.70028450897675,723.23,4.463846153846154,0.38461538461538464,0.46153846153846156,0.5
2304004,Coreaú,CE,Nordeste,0,100.0,20.0,35.46455306032585,656.99,3.850909090909091,0.11538461538461539,0.3076923076923077,0.34615384615384615
2304103,Crateús,CE,Nordeste,0,97.3,17.3,32.85804816223067,920.1,4.230263157894737,0.4666666666666667,0.32,0.4266666666666667
2304202,Crato,CE,Nordeste,0,91.83,11.83,30.53342223703951,1060.11,4.380869565217392,0.2975206611570248,0.5206611570247934,0.5867768595041323
2304236,Croatá,CE,Nordeste,0,97.67,17.67,34.97126112926857,576.04,4.255714285714285,0.13513513513513514,0.13513513513513514,0.5945945945945946
2304251,Cruz,CE,Nordeste,0,98.09,18.09,38.911584476218266,834.25,4.422083333333333,0.25,0.17857142857142858,0.17857142857142858
2304269,Deputado Irapuan Pinheiro,CE,Nordeste,0,95.06,15.06,30.43126138894513,606.51,4.244,0.5,0.875,0.75
2304277,Ereré,CE,Nordeste,0,86.21,6.21,29.98808814770697,705.28,4.286666666666666,0.4444444444444444,0.1111111111111111,0.5555555555555556
2304285,Eusébio,CE,Nordeste,1,95.56,15.56,33.61094902127208,2512.7,4.7773076923076925,0.3384615384615385,0.18461538461538463,0.4
2304301,Farias Brito,CE,Nordeste,0,97.91,17.91,32.5516157989228,691.36,4.22,0.16666666666666666,0.5416666666666666,0.5833333333333334
2304350,Forquilha,CE,Nordeste,0,100.0,20.0,28.26108229768079,727.41,4.186,0.4444444444444444,0.2222222222222222,0.2777777777777778
2304400,Fortaleza,CE,Nordeste,1,73.31,-6.69,34.10674357561813,1668.98,4.559839816933638,0.7585139318885449,0.43653250773993807,0.49767801857585137
2304459,Fortim,CE,Nordeste,0,88.64,8.64,36.20297228544651,900.17,4.51,0.16666666666666666,0.08333333333333333,0.08333333333333333
2304509,Frecheirinha,CE,Nordeste,0,98.8,18.8,33.05740263265029,822.31,4.231428571428571,0.08695652173913043,0.17391304347826086,0.13043478260869565
2304608,General Sampaio,CE,Nordeste,0,94.49,14.49,38.17616084250838,634.44,4.12,0.3333333333333333,0.3333333333333333,0.5
2304657,Graça,CE,Nordeste,0,96.24,16.24,34.820215000617814,574.75,4.137,0.6842105263157895,0.05263157894736842,0.21052631578947367
2304707,Granja,CE,Nordeste,0,98.7,18.7,36.599835447971245,564.83,3.8024324324324326,0.3709677419354839,0.1935483870967742,0.27419354838709675
2304806,Granjeiro,CE,Nordeste,0,92.48,12.48,33.05304010349289,693.39,4.3225,0.3,0.4,0.4
2304905,Groaíras,CE,Nordeste,0,100.0,20.0,29.71029381549209,753.78,4.232,0.8181818181818182,0.2727272727272727,0.2727272727272727
2304954,Guaiúba,CE,Nordeste,0,74.55,-5.45,33.402828136330676,601.44,4.3707692307692305,0.65625,0.34375,0.5
2305001,Guaraciaba Do Norte,CE,Nordeste,0,98.18,18.18,37.04921202745818,716.54,4.0622727272727275,0.14285714285714285,0.16666666666666666,0.47619047619047616
2305100,Guaramiranga,CE,Nordeste,0,100.0,20.0,33.32282471626734,748.44,4.37,0.2222222222222222,0.2222222222222222,0.4444444444444444
2305209,Hidrolândia,CE,Nordeste,0,98.05,18.05,37.617394855042875,659.36,4.026000000000001,0.65,0.25,0.5
2305233,Horizonte,CE,Nordeste,0,97.67,17.67,20.534935555770907,762.19,4.619285714285715,0.23809523809523808,0.2698412698412698,0.38095238095238093
2305266,Ibaretama,CE,Nordeste,0,71.9,-8.1,35.633074935400515,624.16,4.146666666666667,0.16666666666666666,0.16666666666666666,0.4166666666666667
2305308,Ibiapina,CE,Nordeste,0,90.63,10.63,35.33776621374193,692.97,4.324375,0.3076923076923077,0.15384615384615385,0.38461538461538464
2305332,Ibicuitinga,CE,Nordeste,0,98.7,18.7,35.43368774482373,627.47,4.3629999999999995,0.26666666666666666,0.26666666666666666,0.4
2305357,Icapuí,CE,Nordeste,0,67.76,-12.24,33.67211131276467,824.14,4.59625,0.3888888888888889,0.4444444444444444,0.3888888888888889
2305407,Icó,CE,Nordeste,2,56.95,-23.05,37.639714026784816,706.4,4.21,0.3050847457627119,0.1864406779661017,0.3389830508474576
2305506,Iguatu,CE,Nordeste,2,65.46,-14.54,32.7477840451249,1009.72,4.486363636363636,0.4177215189873418,0.2911392405063291,0.31645569620253167
2305605,Independência,CE,Nordeste,0,100.0,20.0,36.9058265116599,705.5,4.24,0.23809523809523808,0.16666666666666666,0.16666666666666666
2305654,Ipaporanga,CE,Nordeste,0,99.11,19.11,34.944931864849735,648.09,4.1125,0.5,0.2,0.8
2305704,Ipaumirim,CE,Nordeste,0,93.67,13.67,36.128024980484,744.84,4.186,0.15384615384615385,0.23076923076923078,0.15384615384615385
2305803,Ipu,CE,Nordeste,0,91.09,11.09,39.402823856183936,735.8,4.03695652173913,0.36363636363636365,0.25,0.7045454545454546
2305902,Ipueiras,CE,Nordeste,0,98.24,18.24,35.20487150376716,625.83,4.183333333333334,0.14285714285714285,0.08928571428571429,0.125
2306009,Iracema,CE,Nordeste,0,84.43,4.43,32.219607843137254,850.77,4.345714285714286,0.10526315789473684,0.3157894736842105,0.7894736842105263
2306108,Irauçuba,CE,Nordeste,0,96.55,16.55,37.64019399818127,584.86,4.013846153846154,0.36666666666666664,0.3,0.3333333333333333
2306207,Itaiçaba,CE,Nordeste,0,97.05,17.05,30.654205607476637,772.01,4.48,0.7142857142857143,0.42857142857142855,0.7142857142857143
2306256,Itaitinga,CE,Nordeste,0,78.05,-1.95,32.634032634032636,1008.7,4.645714285714286,0.4186046511627907,0.18604651162790697,0.3488372093023256
2306306,Itapajé,CE,Nordeste,0,90.69,10.69,35.87922640582429,687.35,4.138333333333333,0.3409090909090909,0.18181818181818182,0.20454545454545456
2306405,Itapipoca,CE,Nordeste,0,88.17,8.17,36.35136698415147,720.4,4.176712328767123,0.1864406779661017,0.16101694915254236,0.211864406779661
2306504,Itapiúna,CE,Nordeste,2,61.68,-18.32,36.3013698630137,597.58,4.071666666666666,0.375,0.125,0.4375
2306553,Itarema,CE,Nordeste,0,91.32,11.32,40.96122337520481,642.63,4.206666666666667,0.22727272727272727,0.18181818181818182,0.21212121212121213
2306603,Itatira,CE,Nordeste,0,99.62,19.62,36.30357445366762,602.54,4.243333333333333,0.34285714285714286,0.22857142857142856,0.34285714285714286
2306702,Jaguaretama,CE,Nordeste,0,88.5,8.5,33.472553699284006,744.65,4.416,0.25,0.5,0.375
2306801,Jaguaribara,CE,Nordeste,0,89.1,9.1,31.85775143545101,892.83,4.384285714285714,0.3125,0.5625,0.75
2306900,Jaguaribe,CE,Nordeste,0,82.34,2.34,31.628444151130175,882.89,4.365882352941177,0.3488372093023256,0.46511627906976744,0.5116279069767442
2307007,Jaguaruana,CE,Nordeste,0,86.26,6.26,34.104930134458215,789.66,4.272352941176471,0.41379310344827586,0.2413793103448276,0.41379310344827586
2307106,Jardim,CE,Nordeste,0,69.26,-10.74,36.56465075413677,726.42,4.345882352941176,0.4,0.2,0.6
2307205,Jati,CE,Nordeste,0,84.27,4.27,32.1396328618718,727.11,4.294,0.1,0.1,0.3
2307254,Jijoca De Jericoacoara,CE,Nordeste,0,98.39,18.39,34.63607027608462,968.32,4.603,0.08695652173913043,0.08695652173913043,0.21739130434782608
2307304,Juazeiro Do Norte,CE,Nordeste,2,54.9,-25.1,28.720928101460697,1021.94,4.539166666666667,0.72,0.44,0.5644444444444444
2307403,Jucás,CE,Nordeste,0,83.97,3.97,33.40704201394795,694.23,4.197142857142857,0.5714285714285714,0.23809523809523808,0.9047619047619048
2307502,Lavras Da Mangabeira,CE,Nordeste,0,71.85,-8.15,34.548325547733405,677.99,4.198181818181818,0.53125,0.28125,0.625
2307601,Limoeiro Do Norte,CE,Nordeste,0,79.62,-0.38,33.620157272839556,1128.21,4.613,0.5,0.4,0.675
2307635,Madalena,CE,Nordeste,0,96.17,16.17,34.863803972879744,656.35,4.206363636363636,0.16,0.24,0.52
2307650,Maracanaú,CE,Nordeste,0,83.93,3.93,32.91316987548681,910.74,4.645555555555556,0.32085561497326204,0.37433155080213903,0.5294117647058824
2307700,Maranguape,CE,Nordeste,0,77.54,-2.46,34.70990822834033,833.02,4.471860465116279,0.13861386138613863,0.43564356435643564,0.504950495049505
2307809,Marco,CE,Nordeste,0,93.27,13.27,36.2580834803057,584.74,4.1225,0.16129032258064516,0.16129032258064516,0.1935483870967742
2307908,Martinópole,CE,Nordeste,0,100.0,20.0,39.43430110745286,622.75,3.956666666666667,0.3125,0.1875,0.25
2308005,Massapê,CE,Nordeste,0,97.98,17.98,35.29178470254957,652.16,4.033333333333333,0.37777777777777777,0.08888888888888889,0.2
2308104,Mauriti,CE,Nordeste,0,79.23,-0.77,35.48946948731179,667.97,4.135,0.25925925925925924,0.2037037037037037,0.3333333333333333
2308203,Meruoca,CE,Nordeste,0,99.18,19.18,31.4518563235738,752.71,4.310833333333334,0.06666666666666667,0.06666666666666667,0.8
2308302,Milagres,CE,Nordeste,0,72.17,-7.83,35.10371552313654,740.97,4.3020000000000005,0.3,0.23333333333333334,0.26666666666666666
2308351,Milhã,CE,Nordeste,0,100.0,20.0,35.057227638830014,827.51,4.1899999999999995,0.3,0.2,0.8
2308377,Miraíma,CE,Nordeste,0,92.66,12.66,38.844807467911316,453.17,4.182222222222222,0.3333333333333333,0.2,0.3333333333333333
2308401,Missão Velha,CE,Nordeste,2,65.62,-14.38,37.0655968321784,629.9,4.376842105263158,0.1590909090909091,0.11363636363636363,0.3409090909090909
2308500,Mombaça,CE,Nordeste,0,99.13,19.13,36.91539276524898,765.22,4.090357142857143,0.26,0.42,0.42
2308609,Monsenhor Tabosa,CE,Nordeste,0,100.0,20.0,35.773988632564354,705.32,4.1607692307692306,0.24242424242424243,0.3939393939393939,0.5757575757575758
2308708,Morada Nova,CE,Nordeste,2,62.38,-17.62,35.70125212357642,842.15,4.389473684210526,0.75,0.3611111111111111,0.2777777777777778
2308807,Moraújo,CE,Nordeste,0,99.01,19.01,35.68904593639576,763.44,3.7700000000000005,0.11764705882352941,0.11764705882352941,0.11764705882352941
2308906,Morrinhos,CE,Nordeste,0,92.35,12.35,36.99396599012616,667.16,4.116923076923077,0.125,0.2916666666666667,0.5833333333333334
2309003,Mucambo,CE,Nordeste,0,100.0,20.0,31.52619589977221,730.44,4.118,0.5833333333333334,0.08333333333333333,0.4166666666666667
2309102,Mulungu,CE,Nordeste,0,96.97,16.97,38.98648648648649,768.51,4.3966666666666665,0.4,0.3,0.4
2309201,Nova Olinda,CE,Nordeste,0,100.0,20.0,31.37046233889086,674.97,4.2371428571428575,0.7142857142857143,0.2857142857142857,0.5
2309300,Nova Russas,CE,Nordeste,0,98.81,18.81,32.41234326901419,744.82,4.168,0.43243243243243246,0.3783783783783784,0.3783783783783784
2309409,Novo Oriente,CE,Nordeste,0,99.18,19.18,39.76907511010594,771.68,4.167777777777777,0.3,0.16666666666666666,0.4666666666666667
2309458,Ocara,CE,Nordeste,0,73.05,-6.95,35.54975065305153,714.07,4.422,0.5172413793103449,0.3448275862068966,0.5172413793103449
2309508,Orós,CE,Nordeste,0,95.36,15.36,36.88713392563343,673.92,4.3420000000000005,0.10526315789473684,0.15789473684210525,0.3157894736842105
2309607,Pacajus,CE,Nordeste,0,87.37,7.37,30.417444425589686,835.89,4.612222222222222,0.2807017543859649,0.15789473684210525,0.3684210526315789
2309706,Pacatuba,CE,Nordeste,0,74.33,-5.67,32.63781471120619,862.29,4.5892,0.2653061224489796,0.16326530612244897,0.2653061224489796
2309805,Pacoti,CE,Nordeste,0,92.87,12.87,35.49945457378838,720.8,4.2725,0.2,0.13333333333333333,0.4666666666666667
2309904,Pacujá,CE,Nordeste,0,98.5,18.5,34.25076452599388,723.25,4.183999999999999,0.25,0.25,0.3333333333333333
2310001,Palhano,CE,Nordeste,0,78.95,-1.05,32.443211375065026,838.31,4.458333333333333,0.6666666666666666,0.1111111111111111,0.2222222222222222
2310100,Palmácia,CE,Nordeste,0,89.72,9.72,34.14208690136378,689.96,4.08,0.6153846153846154,0.3076923076923077,0.5384615384615384
2310209,Paracuru,CE,Nordeste,0,96.01,16.01,36.94985188319932,871.22,4.386818181818182,0.4666666666666667,0.36666666666666664,0.4
2310258,Paraipaba,CE,Nordeste,0,99.39,19.39,38.833456867552314,813.25,4.36625,0.17857142857142858,0.10714285714285714,0.39285714285714285
2310308,Parambu,CE,Nordeste,0,79.56,-0.44,30.549285176824682,643.03,4.365714285714286,0.2127659574468085,0.14893617021276595,0.14893617021276595
2310407,Paramoti,CE,Nordeste,0,98.97,18.97,38.1636843649164,569.94,4.114285714285715,0.10526315789473684,0.05263157894736842,0.10526315789473684
2310506,Pedra Branca,CE,Nordeste,0,99.77,19.77,35.25170367113651,667.71,4.0892,0.40425531914893614,0.2765957446808511,0.2978723404255319
2310605,Penaforte,CE,Nordeste,0,71.17,-8.83,37.26944285985929,712.89,4.3740000000000006,0.7777777777777778,0.5555555555555556,0.7777777777777778
2310704,Pentecoste,CE,Nordeste,0,86.72,6.72,37.787926926131846,733.42,4.065263157894736,0.2857142857142857,0.5428571428571428,0.7428571428571429
2310803,Pereiro,CE,Nordeste,0,93.42,13.42,31.896424893335297,719.3,4.509,0.2222222222222222,0.4444444444444444,0.4444444444444444
2310852,Pindoretama,CE,Nordeste,0,95.27,15.27,36.04758314484376,794.0,4.400769230769231,0.08333333333333333,0.125,0.125
2310902,Piquet Carneiro,CE,Nordeste,0,99.35,19.35,31.83862614147472,704.36,4.148888888888889,0.2857142857142857,0.35714285714285715,0.2857142857142857
2310951,Pires Ferreira,CE,Nordeste,0,100.0,20.0,32.3258559622196,651.65,4.125,0.5789473684210527,0.3157894736842105,0.9473684210526315
2311009,Poranga,CE,Nordeste,0,99.34,19.34,33.57677235482722,654.04,4.198571428571428,0.4,0.3333333333333333,0.4666666666666667
2311108,Porteiras,CE,Nordeste,0,94.06,14.06,36.1139896373057,829.82,4.4025,0.25,0.2,0.4
2311207,Potengi,CE,Nordeste,0,94.81,14.81,34.56946454413893,604.42,3.9240000000000004,0.75,0.125,0.5
2311231,Potiretama,CE,Nordeste,0,98.7,18.7,33.360927152317885,756.94,4.38,0.5714285714285714,0.5714285714285714,0.8571428571428571
2311264,Quiterianópolis,CE,Nordeste,0,91.94,11.94,34.919466175793836,677.69,4.27,0.7931034482758621,0.5172413793103449,0.13793103448275862
2311306,Quixadá,CE,Nordeste,0,88.7,8.7,35.367042763616105,888.08,4.294848484848485,0.23157894736842105,0.35789473684210527,0.4
2311355,Quixelô,CE,Nordeste,0,76.74,-3.26,35.68740592072253,693.31,4.264,0.13333333333333333,0.13333333333333333,0.7333333333333333
2311405,Quixeramobim,CE,Nordeste,0,98.2,18.2,34.60363217065437,853.65,4.340487804878049,0.26136363636363635,0.4090909090909091,0.9659090909090909
2311504,Quixeré,CE,Nordeste,0,83.94,3.94,26.969260326609028,900.07,4.5325,0.09090909090909091,0.2727272727272727,0.7272727272727273
2311603,Redenção,CE,Nordeste,0,76.73,-3.27,34.19173503494379,670.02,4.305,0.22580645161290322,0.1935483870967742,0.5161290322580645
2311702,Reriutaba,CE,Nordeste,0,98.04,18.04,33.48314606741573,724.54,4.107692307692307,0.5769230769230769,0.23076923076923078,0.46153846153846156
2311801,Russas,CE,Nordeste,0,93.43,13.43,30.74019145206957,867.47,4.4003125,0.2857142857142857,0.3469387755102041,0.7346938775510204
2311900,Saboeiro,CE,Nordeste,0,81.29,1.29,33.073110285006194,665.49,4.276999999999999,0.6923076923076923,0.3076923076923077,0.15384615384615385
2311959,Salitre,CE,Nordeste,0,95.63,15.63,33.42591603461169,544.51,4.276153846153846,0.2,0.04,0.08
2312007,Santana Do Acaraú,CE,Nordeste,0,99.29,19.29,37.92863469568518,587.81,3.95,0.25925925925925924,0.18518518518518517,0.8148148148148148
2312106,Santana Do Cariri,CE,Nordeste,0,94.68,14.68,35.93875906526994,597.15,4.039090909090909,0.5555555555555556,0.1111111111111111,0.2777777777777778
2312205,Santa Quitéria,CE,Nordeste,0,96.6,16.6,34.97534938679053,770.52,4.216086956521739,0.5111111111111111,0.17777777777777778,0.4444444444444444
2312304,São Benedito,CE,Nordeste,0,97.2,17.2,34.96063824166535,718.45,4.163333333333333,0.5416666666666666,0.2708333333333333,0.6041666666666666
