CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,REGIAO,CLUSTER,PC_ALUNO_ALFABETIZADO,DISTANCIA_META_2030,PC_FAMILIAS_POBREZA,RENDA_PER_CAPITA_MEDIA,MEDIA_INSE,PC_ESCOLAS_BIBLIOTECA,PC_ESCOLAS_LAB_INFORMATICA,PC_ESCOLAS_INTERNET_ALUNOS
1100015,Alta Floresta D'Oeste,RO,Norte,1,78.15,-1.85,19.69309462915601,1210.6,4.898461538461539,0.23076923076923078,0.19230769230769232,0.46153846153846156
1100023,Ariquemes,RO,Norte,1,79.5,-0.5,25.030112419700213,1458.57,4.8789655172413795,0.6181818181818182,0.7636363636363637,0.8
1100031,Cabixi,RO,Norte,1,86.89,6.89,18.83967560823456,1323.79,4.9525,0.6666666666666666,0.5555555555555556,0.6666666666666666
1100049,Cacoal,RO,Norte,1,84.77,4.77,19.983556190228917,1625.88,4.949677419354838,0.5373134328358209,0.4925373134328358,0.7014925373134329
1100056,Cerejeiras,RO,Norte,1,89.69,9.69,20.074435915329147,1554.33,5.0275,0.4666666666666667,0.5333333333333333,0.6666666666666666
1100064,Colorado Do Oeste,RO,Norte,1,78.27,-1.73,11.21246674268339,1666.54,5.135,0.6666666666666666,0.4,0.7333333333333333
1100072,Corumbiara,RO,Norte,1,91.15,11.15,11.82205971968312,1234.62,4.881428571428572,0.5,0.75,0.75
1100080,Costa Marques,RO,Norte,0,75.04,-4.96,29.858356940509918,1088.06,4.753333333333333,0.5714285714285714,0.2857142857142857,0.42857142857142855
1100098,Espigão D'Oeste,RO,Norte,1,81.85,1.85,11.978253244475622,1371.66,4.833333333333333,0.5416666666666666,0.4166666666666667,0.9583333333333334
1100106,Guajará-Mirim,RO,Norte,0,71.04,-8.96,31.426530744756835,1035.94,4.768888888888889,0.3114754098360656,0.29508196721311475,0.4098360655737705
1100114,Jaru,RO,Norte,1,87.39,7.39,16.379115497626763,1406.29,4.8986363636363635,0.42857142857142855,0.42857142857142855,0.7380952380952381
1100122,Ji-Paraná,RO,Norte,1,75.63,-4.37,21.78574729642296,1437.55,4.9676086956521734,0.5252525252525253,0.5757575757575758,0.6868686868686869
1100130,Machadinho D'Oeste,RO,Norte,1,67.72,-12.28,16.643467886259693,1047.39,4.696666666666666,0.25,0.3333333333333333,0.4166666666666667
1100148,Nova Brasilândia D'Oeste,RO,Norte,1,86.67,6.67,22.44501940491591,981.78,4.917142857142857,0.7272727272727273,0.9090909090909091,0.9090909090909091
1100155,Ouro Preto Do Oeste,RO,Norte,1,86.25,6.25,20.996479248906432,1389.04,4.979333333333333,0.5833333333333334,0.5416666666666666,0.75
1100189,Pimenta Bueno,RO,Norte,1,82.34,2.34,13.976985686219479,1389.7,5.042142857142857,0.41379310344827586,0.4827586206896552,0.5517241379310345
1100205,Porto Velho,RO,Norte,1,61.86,-18.14,28.645571249692814,1459.81,4.912746478873239,0.5152542372881356,0.43050847457627117,0.5016949152542373
1100254,Presidente Médici,RO,Norte,1,82.6,2.6,18.762367332254,1164.63,4.927,0.7647058823529411,0.6470588235294118,0.7058823529411765
1100262,Rio Crespo,RO,Norte,1,67.88,-12.12,14.451476793248947,1244.38,4.835,0.3333333333333333,0.3333333333333333,0.3333333333333333
1100288,Rolim De Moura,RO,Norte,1,87.17,7.17,13.18051575931232,1446.88,5.036,0.6,0.6,0.6666666666666666
1100296,Santa Luzia D'Oeste,RO,Norte,1,94.7,14.7,15.492957746478872,1110.56,4.865,0.6666666666666666,0.5,0.6666666666666666
1100304,Vilhena,RO,Norte,1,78.47,-1.53,16.012477255003898,1650.51,5.152666666666667,0.43103448275862066,0.4482758620689655,0.5
1100320,São Miguel Do Guaporé,RO,Norte,1,85.43,5.43,15.944272445820435,1303.07,4.846363636363637,0.4117647058823529,0.47058823529411764,0.5294117647058824
1100338,Nova Mamoré,RO,Norte,0,72.5,-7.5,27.00729927007299,1152.19,4.692727272727272,0.375,0.3125,0.34375
1100346,Alvorada D'Oeste,RO,Norte,1,79.8,-0.2,21.95230666369512,1223.18,4.948333333333333,0.42857142857142855,0.42857142857142855,0.35714285714285715
1100379,Alto Alegre Dos Parecis,RO,Norte,1,87.9,7.9,11.9449378330373,1173.26,4.7749999999999995,0.4166666666666667,0.16666666666666666,0.5
1100403,Alto Paraíso,RO,Norte,1,75.45,-4.55,23.358535614803024,1185.26,4.87125,0.4,0.4,0.7
1100452,Buritis,RO,Norte,1,76.0,-4.0,19.95528228060369,1219.49,4.850833333333333,0.5555555555555556,0.3888888888888889,0.4444444444444444
1100502,Novo Horizonte Do Oeste,RO,Norte,1,84.97,4.97,14.968722073279714,1102.33,4.88,0.8571428571428571,0.7142857142857143,0.7142857142857143
1100601,Cacaulândia,RO,Norte,1,90.07,10.07,13.171449595290655,1187.1,4.8625,0.6,0.4,0.6
1100700,Campo Novo De Rondônia,RO,Norte,1,81.15,1.15,16.907577748576436,1004.63,4.806666666666667,0.75,0.125,0.375
1100809,Candeias Do Jamari,RO,Norte,2,61.95,-18.05,30.051768766177737,927.05,4.748,0.15789473684210525,0.2631578947368421,0.3157894736842105
1100908,Castanheiras,RO,Norte,1,77.45,-2.55,19.157088122605366,1163.49,4.9,0.3333333333333333,0.3333333333333333,0.3333333333333333
1100924,Chupinguaia,RO,Norte,1,74.24,-5.76,26.760082023239917,1275.25,4.953333333333333,0.09090909090909091,0.2727272727272727,0.5454545454545454
1100940,Cujubim,RO,Norte,0,88.93,8.93,23.466771839873793,1152.39,4.775,0.2857142857142857,0.2857142857142857,0.42857142857142855
1101005,Governador Jorge Teixeira,RO,Norte,0,93.15,13.15,20.3860480866915,943.98,4.768,0.4444444444444444,0.2222222222222222,0.5555555555555556
1101104,Itapuã Do Oeste,RO,Norte,1,85.43,5.43,21.69873921698739,1014.42,4.583333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444
1101203,Ministro Andreazza,RO,Norte,1,84.09,4.09,25.948018747337027,1209.48,4.97,0.5714285714285714,0.2857142857142857,0.42857142857142855
1101302,Mirante Da Serra,RO,Norte,1,86.69,6.69,15.810895428929243,1199.72,4.824,0.5,0.4,0.7
1101401,Monte Negro,RO,Norte,1,79.62,-0.38,24.768779607489286,1241.8,4.898571428571429,0.4444444444444444,0.6666666666666666,0.3333333333333333
1101435,Nova União,RO,Norte,0,87.71,7.71,25.918836140888207,920.17,4.8149999999999995,0.2,0.2,0.4
1101450,Parecis,RO,Norte,1,82.45,2.45,17.45318352059925,1014.39,4.9350000000000005,0.3333333333333333,0.16666666666666666,0.8333333333333334
1101468,Pimenteiras Do Oeste,RO,Norte,0,79.58,-0.42,22.589792060491494,911.62,4.76,0.3333333333333333,0.3333333333333333,0.3333333333333333
1101476,Primavera De Rondônia,RO,Norte,1,81.01,1.01,16.930379746835442,919.32,5.0,0.6,0.6,0.4
1101484,São Felipe D'Oeste,RO,Norte,1,84.3,4.3,10.413793103448276,1362.82,5.0,0.8,0.8,0.8
1101492,São Francisco Do Guaporé,RO,Norte,1,86.03,6.03,18.10887009325526,1172.03,4.9557142857142855,0.2857142857142857,0.6428571428571429,0.6428571428571429
1101500,Seringueiras,RO,Norte,1,81.51,1.51,18.29975158708253,1027.63,4.8566666666666665,0.45454545454545453,0.6363636363636364,0.8181818181818182
1101559,Teixeirópolis,RO,Norte,1,88.17,8.17,20.91280653950954,1179.05,4.87,0.6666666666666666,0.3333333333333333,0.3333333333333333
1101609,Theobroma,RO,Norte,1,86.26,6.26,14.953703703703702,1102.84,4.744,0.125,0.625,0.625
1101708,Urupá,RO,Norte,1,79.23,-0.77,24.976377952755904,1121.21,4.838333333333334,0.4444444444444444,0.4444444444444444,0.6666666666666666
1101757,Vale Do Anari,RO,Norte,0,73.98,-6.02,24.078212290502794,1095.38,4.865,0.3333333333333333,0.16666666666666666,0.3333333333333333
1101807,Vale Do Paraíso,RO,Norte,1,79.0,-1.0,21.389847215377035,1218.98,4.8075,0.6666666666666666,0.5,0.6666666666666666
1200013,Acrelândia,AC,Norte,0,68.7,-11.3,30.728412928123493,880.5,4.685555555555556,0.18181818181818182,0.09090909090909091,0.18181818181818182
1200054,Assis Brasil,AC,Norte,0,71.71,-8.29,38.34066624764299,775.86,4.44,0.0,0.018518518518518517,0.018518518518518517
1200104,Brasiléia,AC,Norte,0,71.27,-8.73,37.95702134009849,914.18,4.6054545454545455,0.023809523809523808,0.047619047619047616,0.09523809523809523
1200138,Bujari,AC,Norte,2,35.56,-44.44,31.40303842716711,709.71,4.341666666666666,0.03333333333333333,0.06666666666666667,0.1
1200179,Capixaba,AC,Norte,2,44.66,-35.34,32.046402030088814,806.69,4.386666666666667,0.0,0.14285714285714285,0.14285714285714285
1200203,Cruzeiro Do Sul,AC,Norte,2,59.49,-20.51,37.88229246980211,905.21,4.488305084745763,0.07058823529411765,0.10588235294117647,0.35294117647058826
1200252,Epitaciolândia,AC,Norte,0,71.86,-8.14,33.393326872490654,1026.76,4.71,0.09523809523809523,0.0,0.19047619047619047
1200302,Feijó,AC,Norte,0,78.72,-1.28,38.268568617806196,610.92,4.1825,0.006622516556291391,0.039735099337748346,0.10596026490066225
1200328,Jordão,AC,Norte,2,64.54,-15.46,41.30380691714357,542.04,4.0566666666666675,0.0,0.0,0.014492753623188406
1200336,Mâncio Lima,AC,Norte,2,58.34,-21.66,42.228793199038996,695.9,4.265,0.0,0.044444444444444446,0.3111111111111111
1200344,Manoel Urbano,AC,Norte,2,60.42,-19.58,37.207881472430124,622.38,4.444,0.046511627906976744,0.023255813953488372,0.046511627906976744
1200351,Marechal Thaumaturgo,AC,Norte,0,77.01,-2.99,40.53859100745372,516.91,3.640625,0.0,0.0,0.07017543859649122
1200385,Plácido De Castro,AC,Norte,2,55.75,-24.25,31.281533804238144,992.54,4.556363636363637,0.09090909090909091,0.18181818181818182,0.22727272727272727
1200393,Porto Walter,AC,Norte,0,73.31,-6.69,42.0981971614883,603.27,3.9799999999999995,0.0,0.06666666666666667,0.08888888888888889
1200401,Rio Branco,AC,Norte,2,69.25,-10.75,32.020130216327125,1436.01,4.768936170212766,0.10948905109489052,0.32116788321167883,0.3467153284671533
1200427,Rodrigues Alves,AC,Norte,0,67.07,-12.93,39.470736488378606,633.26,3.953076923076923,0.027777777777777776,0.05555555555555555,0.1111111111111111
1200435,Santa Rosa Do Purus,AC,Norte,0,66.63,-13.37,36.65467625899281,449.8,4.0,0.03225806451612903,0.016129032258064516,0.0
1200450,Senador Guiomard,AC,Norte,2,54.42,-25.58,32.94569391113549,974.21,4.594117647058823,0.03333333333333333,0.13333333333333333,0.3
1200500,Sena Madureira,AC,Norte,0,77.18,-2.82,38.40694362822657,794.44,4.50421052631579,0.044444444444444446,0.022222222222222223,0.06666666666666667
1200609,Tarauacá,AC,Norte,0,66.27,-13.73,39.470365699873895,604.36,4.204444444444444,0.043478260869565216,0.07608695652173914,0.10869565217391304
1200708,Xapuri,AC,Norte,0,69.89,-10.11,33.68170392909115,898.65,4.484,0.017543859649122806,0.05263157894736842,0.07017543859649122
1200807,Porto Acre,AC,Norte,2,56.64,-23.36,37.5335585000433,733.17,4.44375,0.03571428571428571,0.10714285714285714,0.10714285714285714
1300029,Alvarães,AM,Norte,0,67.85,-12.15,38.88610763454318,494.91,3.9033333333333338,0.11290322580645161,0.016129032258064516,0.11290322580645161
1300060,Amaturá,AM,Norte,0,72.27,-7.73,35.35279448437729,556.4,3.5383333333333336,0.14285714285714285,0.10714285714285714,0.32142857142857145
1300086,Anamã,AM,Norte,2,63.24,-16.76,39.81196054254008,559.76,4.159166666666667,0.3333333333333333,0.1,0.06666666666666667
1300102,Anori,AM,Norte,0,85.46,5.46,41.36824154880128,624.85,4.167777777777777,0.3684210526315789,0.2631578947368421,0.05263157894736842
1300144,Apuí,AM,Norte,2,58.38,-21.62,28.360435625839177,1009.03,4.604444444444444,0.5333333333333333,0.2,0.06666666666666667
1300201,Atalaia Do Norte,AM,Norte,2,63.81,-16.19,33.249613601236476,556.2,3.8350000000000004,0.16216216216216217,0.08108108108108109,0.02702702702702703
1300300,Autazes,AM,Norte,2,37.11,-42.89,42.06024544440312,649.03,4.185862068965517,0.3157894736842105,0.15789473684210525,0.14035087719298245
1300409,Barcelos,AM,Norte,2,57.95,-22.05,35.87411750628216,595.57,4.03090909090909,0.09090909090909091,0.09090909090909091,0.09090909090909091
1300508,Barreirinha,AM,Norte,2,36.7,-43.3,38.44820413257523,521.15,3.684137931034483,0.05555555555555555,0.08333333333333333,0.19444444444444445
1300607,Benjamin Constant,AM,Norte,0,68.16,-11.84,39.773860991020946,576.24,3.7331250000000002,0.1282051282051282,0.08974358974358974,0.05128205128205128
1300631,Beruri,AM,Norte,0,79.28,-0.72,41.73108988934364,608.58,3.7186666666666666,0.0425531914893617,0.0425531914893617,0.06382978723404255
1300680,Boa Vista Do Ramos,AM,Norte,2,23.83,-56.17,40.68333521891617,497.38,4.014,0.06818181818181818,0.18181818181818182,0.1590909090909091
1300706,Boca Do Acre,AM,Norte,2,54.74,-25.26,37.206505917347,669.72,4.446315789473684,0.05504587155963303,0.05504587155963303,0.08256880733944955
1300805,Borba,AM,Norte,2,35.52,-44.48,39.50361294376374,567.31,3.9440625000000002,0.14102564102564102,0.057692307692307696,0.08333333333333333
1300839,Caapiranga,AM,Norte,2,49.41,-30.59,38.87599469496021,488.73,4.172222222222222,0.14285714285714285,0.02857142857142857,0.08571428571428572
1300904,Canutama,AM,Norte,0,75.18,-4.82,36.88494265630781,601.49,4.285,0.0625,0.0625,0.0
1301001,Carauari,AM,Norte,2,52.01,-27.99,39.61187214611872,579.82,4.0736842105263165,0.2153846153846154,0.07692307692307693,0.03076923076923077
1301100,Careiro,AM,Norte,2,34.75,-45.25,34.340428284919454,698.24,4.285172413793103,0.16666666666666666,0.07407407407407407,0.09259259259259259
1301159,Careiro Da Várzea,AM,Norte,2,57.68,-22.32,37.7893464720647,638.54,4.236190476190476,0.46296296296296297,0.09259259259259259,0.05555555555555555
1301209,Coari,AM,Norte,2,37.03,-42.97,38.65135664798918,580.54,4.081666666666667,0.20155038759689922,0.10852713178294573,0.12403100775193798
1301308,Codajás,AM,Norte,2,47.45,-32.55,35.909483171924435,586.95,4.243076923076923,0.1,0.13333333333333333,0.03333333333333333
1301407,Eirunepé,AM,Norte,2,30.74,-49.26,38.989791860002654,588.49,3.98125,0.19230769230769232,0.15384615384615385,0.09615384615384616
1301506,Envira,AM,Norte,2,61.02,-18.98,41.07326082495383,579.21,3.90375,0.0851063829787234,0.10638297872340426,0.0
1301605,Fonte Boa,AM,Norte,2,52.3,-27.7,43.80743982494529,638.8,4.1688888888888895,0.15,0.06666666666666667,0.06666666666666667
1301654,Guajará,AM,Norte,2,61.18,-18.82,41.777718550106606,596.23,4.14875,0.0975609756097561,0.07317073170731707,0.024390243902439025
1301704,Humaitá,AM,Norte,2,62.62,-17.38,37.880311792808655,871.32,4.168823529411765,0.18085106382978725,0.14893617021276595,0.14893617021276595
1301803,Ipixuna,AM,Norte,0,64.42,-15.58,45.277963831212325,508.99,3.708181818181818,0.20512820512820512,0.02564102564102564,0.02564102564102564
1301852,Iranduba,AM,Norte,2,41.23,-38.77,37.044534412955464,805.81,4.6370000000000005,0.36363636363636365,0.3787878787878788,0.36363636363636365
1301902,Itacoatiara,AM,Norte,2,47.12,-32.88,33.8044963358589,734.27,4.272075471698113,0.2727272727272727,0.13986013986013987,0.15384615384615385
1301951,Itamarati,AM,Norte,0,87.61,7.61,37.904498816101025,525.38,3.692857142857143,0.07142857142857142,0.07142857142857142,0.09523809523809523
1302009,Itapiranga,AM,Norte,2,39.16,-40.84,32.13240673006584,687.95,4.266666666666667,0.13636363636363635,0.045454545454545456,0.045454545454545456
1302108,Japurá,AM,Norte,0,79.79,-0.21,36.448087431693985,823.6,3.82625,0.1320754716981132,0.09433962264150944,0.09433962264150944
1302207,Juruá,AM,Norte,2,61.55,-18.45,41.09106287003102,516.57,3.8957142857142855,0.16666666666666666,0.1388888888888889,0.05555555555555555
1302306,Jutaí,AM,Norte,2,54.12,-25.88,40.53194309445966,566.68,3.741578947368421,0.043010752688172046,0.021505376344086023,0.021505376344086023
1302405,Lábrea,AM,Norte,2,60.27,-19.73,40.106267834300894,618.0,4.415384615384616,0.07096774193548387,0.05161290322580645,0.025806451612903226
1302504,Manacapuru,AM,Norte,2,52.34,-27.66,37.9117305000887,680.39,4.329122807017543,0.24404761904761904,0.125,0.1130952380952381
1302553,Manaquiri,AM,Norte,2,21.87,-58.13,37.46304244158322,568.36,4.164,0.3488372093023256,0.06976744186046512,0.09302325581395349
1302603,Manaus,AM,Norte,2,57.53,-22.47,33.64420297461921,1284.7,4.85392789373814,0.6094619666048238,0.4972170686456401,0.5445269016697588
1302702,Manicoré,AM,Norte,2,57.02,-22.98,34.28695694196105,701.45,4.013529411764706,0.06289308176100629,0.05660377358490566,0.09433962264150944
1302801,Maraã,AM,Norte,2,44.76,-35.24,39.07692307692307,518.13,3.78,0.058823529411764705,0.0196078431372549,0.029411764705882353
1302900,Maués,AM,Norte,2,50.38,-29.62,39.79237762037223,488.47,3.8873333333333333,0.08602150537634409,0.043010752688172046,0.0913978494623656
1303007,Nhamundá,AM,Norte,0,71.99,-8.01,38.749182013648685,539.62,4.006923076923077,0.078125,0.09375,0.125
1303106,Nova Olinda Do Norte,AM,Norte,2,48.06,-31.94,37.46780534092449,537.7,3.8156521739130436,0.05714285714285714,0.04285714285714286,0.15714285714285714
1303205,Novo Airão,AM,Norte,0,70.46,-9.54,31.121495327102807,700.88,4.51375,0.1724137931034483,0.13793103448275862,0.10344827586206896
1303304,Novo Aripuanã,AM,Norte,2,64.57,-15.43,38.53774519516545,630.53,4.01,0.17857142857142858,0.05357142857142857,0.16071428571428573
1303403,Parintins,AM,Norte,2,58.52,-21.48,39.12984809931375,796.66,4.132678571428571,0.24858757062146894,0.2033898305084746,0.15254237288135594
1303502,Pauini,AM,Norte,2,48.4,-31.6,39.399269381680426,454.55,4.058333333333334,0.07526881720430108,0.043010752688172046,0.15053763440860216
1303536,Presidente Figueiredo,AM,Norte,2,45.72,-34.28,33.70246831220814,976.41,4.604347826086957,0.38235294117647056,0.35294117647058826,0.47058823529411764
1303569,Rio Preto Da Eva,AM,Norte,2,49.55,-30.45,33.96310788149805,801.1,4.475454545454546,0.25925925925925924,0.07407407407407407,0.37037037037037035
1303601,Santa Isabel Do Rio Negro,AM,Norte,0,66.73,-13.27,38.92502567613831,448.85,4.0600000000000005,0.12244897959183673,0.061224489795918366,0.061224489795918366
1303700,Santo Antônio Do Içá,AM,Norte,2,61.73,-18.27,33.816332405719216,489.41,3.789444444444444,0.1643835616438356,0.0547945205479452,0.0273972602739726
1303809,São Gabriel Da Cachoeira,AM,Norte,2,33.15,-46.85,39.07417908139595,577.82,3.7777777777777777,0.08071748878923767,0.03587443946188341,0.02242152466367713
1303908,São Paulo De Olivença,AM,Norte,2,55.15,-24.85,40.28872145856099,396.95,3.7807407407407405,0.10112359550561797,0.07865168539325842,0.056179775280898875
1303957,São Sebastião Do Uatumã,AM,Norte,2,61.82,-18.18,39.22679553407765,657.76,4.0225,0.15625,0.09375,0.09375
1304005,Silves,AM,Norte,2,57.71,-22.29,36.55034532897128,559.89,4.212000000000001,0.46153846153846156,0.07692307692307693,0.07692307692307693
1304062,Tabatinga,AM,Norte,2,44.55,-35.45,36.55195580770379,669.6,3.91,0.30158730158730157,0.3968253968253968,0.4444444444444444
1304104,Tapauá,AM,Norte,0,72.26,-7.74,36.65753424657534,541.23,4.04,0.0297029702970297,0.009900990099009901,0.0
1304203,Tefé,AM,Norte,2,50.64,-29.36,34.8609538960443,767.14,4.0806818181818185,0.36585365853658536,0.17886178861788618,0.15447154471544716
1304237,Tonantins,AM,Norte,2,55.58,-24.42,38.98954703832753,432.01,3.8058333333333336,0.08333333333333333,0.027777777777777776,0.06944444444444445
1304260,Uarini,AM,Norte,2,56.01,-23.99,42.366538249862415,516.14,3.778,0.10416666666666667,0.041666666666666664,0.16666666666666666
1304302,Urucará,AM,Norte,0,84.91,4.91,38.306052949577065,690.49,4.113333333333333,0.3333333333333333,0.1111111111111111,0.4166666666666667
1304401,Urucurituba,AM,Norte,2,37.43,-42.57,40.88240372992575,629.39,3.9311111111111114,0.2702702702702703,0.05405405405405406,0.05405405405405406
1400027,Amajari,RR,Norte,2,54.75,-25.25,35.74313408723748,493.7,4.181,0.19230769230769232,0.057692307692307696,0.19230769230769232
1400050,Alto Alegre,RR,Norte,2,50.51,-29.49,33.98280032249396,467.63,4.35,0.13043478260869565,0.10869565217391304,0.021739130434782608
1400100,Boa Vista,RR,Norte,1,62.17,-17.83,25.839973161117168,1399.0,4.8535042735042735,0.3684210526315789,0.2593984962406015,0.5075187969924813
1400159,Bonfim,RR,Norte,2,35.84,-44.16,39.12203202650469,583.73,4.223684210526316,0.1590909090909091,0.045454545454545456,0.1590909090909091
1400175,Cantá,RR,Norte,2,54.48,-25.52,36.48261441957717,787.97,4.316666666666667,0.17647058823529413,0.0392156862745098,0.35294117647058826
1400209,Caracaraí,RR,Norte,2,43.94,-36.06,35.549943883277216,714.44,4.497777777777777,0.3225806451612903,0.06451612903225806,0.1935483870967742
1400233,Caroebe,RR,Norte,2,44.04,-35.96,37.12605913885527,917.6,4.508333333333334,0.21052631578947367,0.10526315789473684,0.2631578947368421
1400282,Iracema,RR,Norte,2,50.84,-29.16,34.688272452622904,781.65,4.498333333333334,0.2777777777777778,0.16666666666666666,0.1111111111111111
1400308,Mucajaí,RR,Norte,2,48.9,-31.1,39.59978936282254,809.57,4.568181818181818,0.38095238095238093,0.14285714285714285,0.2857142857142857
1400407,Normandia,RR,Norte,2,61.44,-18.56,38.90302066772655,486.61,3.7342857142857144,0.05084745762711865,0.00847457627118644,0.3813559322033898
1400456,Pacaraima,RR,Norte,2,45.79,-34.21,38.90084660639977,578.04,3.8866666666666667,0.14516129032258066,0.03225806451612903,0.1935483870967742
1400472,Rorainópolis,RR,Norte,2,48.49,-31.51,33.592167454422686,831.4,4.4816666666666665,0.2619047619047619,0.11904761904761904,0.23809523809523808
1400506,São João Da Baliza,RR,Norte,2,44.18,-35.82,35.00391542678152,895.8,4.404000000000001,0.26666666666666666,0.2,0.8666666666666667
1400605,São Luiz,RR,Norte,2,58.74,-21.26,34.77704288457436,827.26,4.706,0.6363636363636364,0.2727272727272727,0.18181818181818182
1400704,Uiramutã,RR,Norte,2,49.95,-30.05,40.77708006279435,288.65,3.5199999999999996,0.008403361344537815,0.008403361344537815,0.15966386554621848
1500107,Abaetetuba,PA,Norte,2,47.11,-32.89,39.06331045003814,771.33,4.171860465116279,0.15311004784688995,0.15311004784688995,0.28708133971291866
1500131,Abel Figueiredo,PA,Norte,0,83.17,3.17,37.302423603793464,923.2,4.4325,0.2222222222222222,0.2222222222222222,0.1111111111111111
1500206,Acará,PA,Norte,2,46.97,-33.03,39.62096626048619,505.33,4.128,0.028985507246376812,0.021739130434782608,0.10869565217391304
1500305,Afuá,PA,Norte,2,52.94,-27.06,40.64822937347061,476.09,3.657173913043478,0.425531914893617,0.07446808510638298,0.11702127659574468
1500347,Água Azul Do Norte,PA,Norte,0,71.47,-8.53,33.307501549907,936.7,4.5,0.5,0.375,0.3125
1500404,Alenquer,PA,Norte,2,42.33,-37.67,40.761314998634,562.3,4.139743589743589,0.10309278350515463,0.10309278350515463,0.17525773195876287
1500503,Almeirim,PA,Norte,2,45.64,-34.36,38.323116472216725,773.03,4.077916666666667,0.12162162162162163,0.02702702702702703,0.06756756756756757
1500602,Altamira,PA,Norte,2,49.62,-30.38,30.440131509173824,1245.26,4.6196,0.0903954802259887,0.2768361581920904,0.21468926553672316
1500701,Anajás,PA,Norte,2,36.19,-43.81,39.160382400095,524.25,3.5342857142857143,0.018867924528301886,0.009433962264150943,0.07547169811320754
1500800,Ananindeua,PA,Norte,2,58.54,-21.46,29.34527672644789,1219.88,4.5197183098591545,0.4268774703557312,0.30434782608695654,0.4980237154150198
1500859,Anapu,PA,Norte,2,40.1,-39.9,37.62913372193687,765.01,4.403333333333333,0.06557377049180328,0.11475409836065574,0.09836065573770492
1500909,Augusto Corrêa,PA,Norte,2,49.17,-30.83,40.181446861990416,479.94,3.786944444444444,0.06097560975609756,0.036585365853658534,0.14634146341463414
1500958,Aurora Do Pará,PA,Norte,0,72.25,-7.75,39.4708128750682,574.32,3.995294117647059,0.0273972602739726,0.0821917808219178,0.3424657534246575
1501006,Aveiro,PA,Norte,2,64.55,-15.45,37.98187474638171,477.87,4.128,0.11320754716981132,0.018867924528301886,0.18867924528301888
1501105,Bagre,PA,Norte,2,65.32,-14.68,44.98935366440003,358.65,3.508125,0.08333333333333333,0.06666666666666667,0.7166666666666667
1501204,Baião,PA,Norte,2,52.09,-27.91,41.32335209003216,460.65,4.245833333333334,0.1,0.05714285714285714,0.08571428571428572
1501253,Bannach,PA,Norte,2,57.63,-22.37,32.215122470713524,995.23,4.425,0.1111111111111111,0.1111111111111111,0.4444444444444444
1501303,Barcarena,PA,Norte,2,51.15,-28.85,33.3818152435206,975.54,4.461944444444445,0.3088235294117647,0.36764705882352944,0.6985294117647058
1501402,Belém,PA,Norte,2,50.65,-29.35,34.909436009702,1668.52,4.500893470790378,0.5930735930735931,0.41414141414141414,0.6075036075036075
1501451,Belterra,PA,Norte,0,72.03,-7.97,29.53020134228188,741.15,4.2375,0.05660377358490566,0.07547169811320754,0.07547169811320754
1501501,Benevides,PA,Norte,0,75.97,-4.03,33.00847071682303,818.99,4.471315789473684,0.10714285714285714,0.10714285714285714,0.30357142857142855
1501576,Bom Jesus Do Tocantins,PA,Norte,0,71.68,-8.32,31.62962962962963,947.99,4.338333333333334,0.09090909090909091,0.06060606060606061,0.6363636363636364
1501600,Bonito,PA,Norte,0,78.54,-1.46,38.14877761798928,739.25,4.131666666666667,0.0,0.03333333333333333,0.13333333333333333
1501709,Bragança,PA,Norte,2,52.97,-27.03,37.970837419417066,810.48,4.091969696969697,0.13855421686746988,0.27710843373493976,0.3614457831325301
1501725,Brasil Novo,PA,Norte,0,85.67,5.67,30.047466607793353,763.34,4.39625,0.1,0.06666666666666667,0.6666666666666666
1501758,Brejo Grande Do Araguaia,PA,Norte,0,93.22,13.22,35.35663675011809,766.2,4.158888888888889,0.1875,0.125,0.75
1501782,Breu Branco,PA,Norte,2,55.7,-24.3,33.63451113076243,725.32,4.21,0.14705882352941177,0.08823529411764706,0.20588235294117646
1501808,Breves,PA,Norte,2,59.78,-20.22,39.787771430508705,606.08,3.9105263157894736,0.14457831325301204,0.07630522088353414,0.1285140562248996
1501907,Bujaru,PA,Norte,2,64.48,-15.52,38.188153310104525,526.09,3.8836,0.029850746268656716,0.029850746268656716,0.31343283582089554
1501956,Cachoeira Do Piriá,PA,Norte,0,69.29,-10.71,38.670694864048336,564.23,4.041764705882352,0.04081632653061224,0.061224489795918366,0.16326530612244897
1502004,Cachoeira Do Arari,PA,Norte,2,47.83,-32.17,40.49908424908425,488.54,4.022142857142858,0.18181818181818182,0.022727272727272728,0.1590909090909091
1502103,Cametá,PA,Norte,2,42.25,-37.75,42.80922081487937,597.9,4.025619047619047,0.18552036199095023,0.10407239819004525,0.3393665158371041
1502152,Canaã Dos Carajás,PA,Norte,1,75.15,-4.85,30.015848790795964,1364.4,4.762631578947368,0.9210526315789473,0.5,0.6052631578947368
1502202,Capanema,PA,Norte,2,64.96,-15.04,36.631154995452775,966.47,4.215833333333333,0.2835820895522388,0.26865671641791045,0.5671641791044776
1502301,Capitão Poço,PA,Norte,2,55.47,-24.53,39.038658705747544,704.58,4.045151515151516,0.06722689075630252,0.058823529411764705,0.25210084033613445
