accuracy,baseline_classe_majoritaria,precision,recall,f1,roc_auc,modelo,enriquecimento_socioeconomico
0.597929544895559,0.5886460114102108,0.6115262206105977,0.8689777207453369,0.717867270080371,0.6078830885357293,LogisticRegression,False
0.5965783513891174,0.5886460114102108,0.6124982339273044,0.8565900871852149,0.7142659948494622,0.6135544347442498,LogisticRegression,True
0.594727061418971,0.5886460114102108,0.598050264540238,0.9500364724267605,0.7340280749008323,0.6079010184718623,RandomForest,False
0.6109116026549398,0.5886460114102108,0.610237342403931,0.9383268565848532,0.7395264434532139,0.6383274967588157,RandomForest,True
