estrategia,limiar,precision,recall,f1
padrao_0.5,0.5,0.4008810572687225,0.642903018625562,0.4938332511100148
f1_otimo,0.4611898323998119,0.3732572877059569,0.7565831727681439,0.4998939104604286
recall_minimo_80%,0.44117545051718837,0.36030049118751806,0.8008991650610148,0.4970107612594659
