accuracy,baseline_classe_majoritaria,precision,recall,f1,roc_auc,modelo
0.5681399631675875,0.7132596685082873,0.7913806254767353,0.5357603924606248,0.6389530408006159,0.6299583052872836,LogisticRegression
0.6388581952117863,0.7132596685082873,0.7769409038238703,0.6924864446165763,0.7322866894197952,0.6595842203181588,RandomForest
