CO_MUNICIPIO,SG_UF,REGIAO,PC_ALUNO_ALFABETIZADO_2025,PROBABILIDADE_RISCO_NAO_ATINGIR_META,ALERTA_F1_OTIMO,ALERTA_RECALL_80
1505536,PA,Norte,58.52,0.47334264641401236,True,True
3507704,SP,Sudeste,71.03,0.47310313099666473,True,True
4203253,SC,Sul,49.57,0.4728623047562151,True,True
1720101,TO,Norte,40.27,0.47257701097153804,True,True
3515152,SP,Sudeste,59.53,0.47251834556777256,True,True
4215455,SC,Sul,65.95,0.47218411332924165,True,True
3520103,SP,Sudeste,53.96,0.4721837213300905,True,True
3505708,SP,Sudeste,66.37,0.4721572319103771,True,True
4205902,SC,Sul,64.46,0.47203628472782366,True,True
4203105,SC,Sul,59.54,0.4714435367043069,True,True
3117702,MG,Sudeste,79.11,0.470684348829969,True,True
3532207,SP,Sudeste,61.0,0.4706679290090064,True,True
1503507,PA,Norte,54.52,0.47059777658068386,True,True
1301407,AM,Norte,30.74,0.47032789361679905,True,True
1302504,AM,Norte,52.34,0.46973718159326683,True,True
3549805,SP,Sudeste,56.94,0.4695460774596921,True,True
4218350,SC,Sul,72.77,0.4693300566056481,True,True
3301603,RJ,Sudeste,62.71,0.4691622640023914,True,True
3535705,SP,Sudeste,67.33,0.4690569602316009,True,True
3518602,SP,Sudeste,71.63,0.4689629504578079,True,True
2907301,BA,Nordeste,40.59,0.4681552502222214,True,True
2407906,RN,Nordeste,42.18,0.46812258707365895,True,True
4104105,PR,Sul,69.59,0.46810863885584375,True,True
3303609,RJ,Sudeste,65.14,0.468070783398582,True,True
2923100,BA,Nordeste,33.42,0.4680432404363759,True,True
3524709,SP,Sudeste,64.66,0.4678619592234141,True,True
2612554,PE,Nordeste,53.43,0.46784476084648513,True,True
4103057,PR,Sul,61.43,0.4678389699146634,True,True
3162005,MG,Sudeste,73.61,0.46755697239338323,True,True
2501906,PB,Nordeste,57.08,0.46743707040483923,True,True
3519907,SP,Sudeste,59.86,0.4674219984239385,True,True
2307502,CE,Nordeste,71.85,0.4671556707366422,True,True
2402204,RN,Nordeste,46.7,0.46706182785707645,True,True
3523206,SP,Sudeste,64.83,0.4670217767321175,True,True
1716703,TO,Norte,46.21,0.46653545354511283,True,True
2112274,MA,Nordeste,39.44,0.46642715594641154,True,True
3553658,SP,Sudeste,65.38,0.4660103176983921,True,True
2413359,RN,Nordeste,26.92,0.46598552756108175,True,True
4209607,SC,Sul,55.52,0.46594280018212797,True,True
4114302,PR,Sul,81.25,0.46550774367981074,True,True
2401107,RN,Nordeste,54.43,0.4654559234917856,True,True
2308401,CE,Nordeste,65.62,0.46524850246844857,True,True
3519808,SP,Sudeste,71.28,0.46519953022855515,True,True
2407104,RN,Nordeste,39.14,0.46499321294311036,True,True
1100924,RO,Norte,74.24,0.4649153134462172,True,True
2609402,PE,Nordeste,52.46,0.46481317878353734,True,True
4215406,SC,Sul,79.07,0.46471664587277844,True,True
4125605,PR,Sul,80.74,0.4647084438638699,True,True
2600708,PE,Nordeste,50.89,0.4642811747905044,True,True
3507902,SP,Sudeste,54.65,0.46369780685708833,True,True
3305901,RJ,Sudeste,77.0,0.4632036341572054,True,True
4210100,SC,Sul,76.3,0.46303909021553563,True,True
2601409,PE,Nordeste,54.1,0.46300373785654386,True,True
3517604,SP,Sudeste,67.93,0.4628941672711943,True,True
4204608,SC,Sul,66.68,0.4628437182942817,True,True
3557154,SP,Sudeste,46.42,0.4628108754501138,True,True
2307106,CE,Nordeste,69.26,0.46264056154262534,True,True
4204509,SC,Sul,67.25,0.4626068236346945,True,True
1301803,AM,Norte,64.42,0.4626010711701188,True,True
2924207,BA,Nordeste,21.39,0.4623161371294236,True,True
4105300,PR,Sul,78.22,0.4618352779281159,True,True
2607505,PE,Nordeste,56.43,0.46166069311424224,True,True
3160454,MG,Sudeste,77.43,0.4616301370346791,True,True
4217006,SC,Sul,61.51,0.46162419013189065,True,True
2409332,RN,Nordeste,20.91,0.4616201460726396,True,True
2402808,RN,Nordeste,22.84,0.4615427824595909,True,True
4211892,SC,Sul,75.0,0.4613541546043258,True,True
2506251,PB,Nordeste,78.91,0.4611870971323462,False,True
2202505,PI,Nordeste,59.61,0.4608332090764849,False,True
2911253,BA,Nordeste,56.17,0.4606918872084238,False,True
2403509,RN,Nordeste,48.11,0.4606787734433133,False,True
2106375,MA,Nordeste,72.45,0.46053688587381697,False,True
2509370,PB,Nordeste,35.71,0.46039149099048265,False,True
2103703,MA,Nordeste,67.45,0.45951195704243114,False,True
1503200,PA,Norte,41.81,0.4592866464338632,False,True
2616209,PE,Nordeste,54.56,0.45855100197260346,False,True
3529104,SP,Sudeste,69.23,0.45828198226628447,False,True
2101103,MA,Nordeste,77.1,0.4581279322575032,False,True
4215208,SC,Sul,60.32,0.45802843058269616,False,True
2601607,PE,Nordeste,50.7,0.45802656167432343,False,True
4111258,PR,Sul,58.56,0.4580212505380707,False,True
3129400,MG,Sudeste,77.44,0.4571742665280851,False,True
2608057,PE,Nordeste,72.94,0.45594782615051704,False,True
3139201,MG,Sudeste,74.94,0.4558551564244121,False,True
2602100,PE,Nordeste,53.64,0.455668665310864,False,True
2404606,RN,Nordeste,48.61,0.4555596837862445,False,True
3518206,SP,Sudeste,63.07,0.45503693436849074,False,True
4218756,SC,Sul,76.08,0.45502271656099463,False,True
3141009,MG,Sudeste,67.66,0.4548176732436924,False,True
3543709,SP,Sudeste,56.98,0.45424677585353435,False,True
4218806,SC,Sul,66.98,0.4533562043496217,False,True
1100080,RO,Norte,75.04,0.45320307975637736,False,True
4218202,SC,Sul,69.05,0.4531252339949989,False,True
3552304,SP,Sudeste,57.58,0.45287361338693527,False,True
3527207,SP,Sudeste,54.22,0.45269660242330045,False,True
2106201,MA,Nordeste,73.41,0.4525596532611484,False,True
3158953,MG,Sudeste,72.83,0.45244799042838985,False,True
2402600,RN,Nordeste,32.25,0.45233948967766113,False,True
1505908,PA,Norte,74.5,0.45219342488964787,False,True
1712405,TO,Norte,47.4,0.4520900480622866,False,True
5106851,MT,Centro-Oeste,68.14,0.4518040869934563,False,True
4101200,PR,Sul,63.1,0.4510625988351001,False,True
1504422,PA,Norte,61.39,0.4504498962030335,False,True
3300225,RJ,Sudeste,67.06,0.4504103200847042,False,True
4105201,PR,Sul,58.95,0.4490173559278289,False,True
3140902,MG,Sudeste,64.99,0.4487655408750179,False,True
2404903,RN,Nordeste,58.04,0.44875700757978604,False,True
1706001,TO,Norte,52.59,0.4485928235624951,False,True
1302702,AM,Norte,57.02,0.44826622720391357,False,True
2110237,MA,Nordeste,78.97,0.4482623847250513,False,True
3108552,MG,Sudeste,67.13,0.44817655850317467,False,True
3530003,SP,Sudeste,65.73,0.44810788654860784,False,True
2301505,CE,Nordeste,63.82,0.4473983378244318,False,True
3121803,MG,Sudeste,69.95,0.4472916924013746,False,True
2507903,PB,Nordeste,49.89,0.4465966156567361,False,True
1503077,PA,Norte,50.19,0.44654469974417227,False,True
2301802,CE,Nordeste,75.53,0.4464070696596222,False,True
2313807,CE,Nordeste,76.83,0.4454435616857806,False,True
1502855,PA,Norte,50.92,0.44511419179216904,False,True
2505402,PB,Nordeste,56.3,0.4447401048421628,False,True
1507466,PA,Norte,46.8,0.44469355978588915,False,True
4110201,PR,Sul,71.31,0.4443814671650769,False,True
2110401,MA,Nordeste,57.61,0.4442139608087937,False,True
4125456,PR,Sul,80.7,0.4437118109883367,False,True
3550704,SP,Sudeste,52.62,0.4434040746780019,False,True
3528809,SP,Sudeste,81.28,0.4424383384764718,False,True
3528007,SP,Sudeste,67.89,0.4423684394897241,False,True
1303536,AM,Norte,45.72,0.4423623291602666,False,True
2601201,PE,Nordeste,62.75,0.44221117992299486,False,True
3514601,SP,Sudeste,79.02,0.4419216849818591,False,True
2300903,CE,Nordeste,77.03,0.44186584420973096,False,True
2301851,CE,Nordeste,75.73,0.44163579105489875,False,True
2400307,RN,Nordeste,18.91,0.44163520133805484,False,True
2611200,PE,Nordeste,61.41,0.44161847222839623,False,True
2609154,PE,Nordeste,63.28,0.44154934817826036,False,True
1504802,PA,Norte,59.55,0.4410820075949097,False,False
2310605,CE,Nordeste,71.17,0.4410387282032929,False,False
4206306,SC,Sul,74.08,0.44081076009785514,False,False
4106506,PR,Sul,82.31,0.44060344252205236,False,False
4113809,PR,Sul,79.91,0.4402803416090276,False,False
4205100,SC,Sul,66.91,0.44024637138824146,False,False
2615805,PE,Nordeste,69.68,0.44000802750459894,False,False
2405009,RN,Nordeste,55.76,0.4399213001242861,False,False
3554805,SP,Sudeste,56.17,0.4398082142142289,False,False
3301504,RJ,Sudeste,65.07,0.43902940716444294,False,False
2807204,SE,Nordeste,47.15,0.43853060250934467,False,False
3155900,MG,Sudeste,65.48,0.4384933768800854,False,False
1504455,PA,Norte,55.31,0.43847010136350323,False,False
1703602,TO,Norte,31.58,0.4376388797086016,False,False
4107306,PR,Sul,78.09,0.4372156248508626,False,False
3546306,SP,Sudeste,60.48,0.4370847181931571,False,False
3168408,MG,Sudeste,72.41,0.43704520859695056,False,False
4212254,SC,Sul,65.65,0.43673652401040186,False,False
1501006,PA,Norte,64.55,0.43641754615896017,False,False
1600253,AP,Norte,56.28,0.43618970505019167,False,False
1502202,PA,Norte,64.96,0.4361345061112036,False,False
1713205,TO,Norte,48.24,0.435878723710728,False,False
4119954,PR,Sul,68.86,0.435821586270836,False,False
2504801,PB,Nordeste,65.29,0.4355918433243371,False,False
2407708,RN,Nordeste,64.43,0.43525100052972543,False,False
4205308,SC,Sul,59.83,0.43503122428573204,False,False
3504800,SP,Sudeste,58.98,0.4349937700396417,False,False
1300409,AM,Norte,57.95,0.4346861946537748,False,False
4115358,PR,Sul,83.65,0.4345049479506388,False,False
2414902,RN,Nordeste,60.87,0.4344984028885124,False,False
1506807,PA,Norte,58.96,0.43447247118695176,False,False
3515004,SP,Sudeste,47.41,0.4335969866661253,False,False
1507979,PA,Norte,71.89,0.43346423321041316,False,False
3144359,MG,Sudeste,69.01,0.4332166237209083,False,False
2412203,RN,Nordeste,45.13,0.43303920537903934,False,False
2607406,PE,Nordeste,66.36,0.4328476354944575,False,False
2103554,MA,Nordeste,51.14,0.4325390289881676,False,False
2600500,PE,Nordeste,59.53,0.4324259388258387,False,False
3535200,SP,Sudeste,66.91,0.43198200723470886,False,False
1303403,AM,Norte,58.52,0.43183619607626383,False,False
3500600,SP,Sudeste,78.26,0.43168637978044966,False,False
4212403,SC,Sul,84.82,0.4314514079768435,False,False
4115705,PR,Sul,70.39,0.43129839378001844,False,False
2604403,PE,Nordeste,64.0,0.4312123630026312,False,False
3520004,SP,Sudeste,73.43,0.43118193678893807,False,False
4205357,SC,Sul,78.3,0.4311434760549011,False,False
2112803,MA,Nordeste,59.61,0.43108029444160867,False,False
3502309,SP,Sudeste,54.6,0.4309454340933116,False,False
4212007,SC,Sul,85.73,0.4308347009698763,False,False
2313351,CE,Nordeste,77.1,0.4305315940392264,False,False
2307601,CE,Nordeste,79.62,0.430351650804767,False,False
2308104,CE,Nordeste,79.23,0.42906920613443483,False,False
4204301,SC,Sul,75.74,0.4290068978647948,False,False
2924678,BA,Nordeste,48.81,0.42834704429438386,False,False
4204707,SC,Sul,85.66,0.4282277521335544,False,False
4206702,SC,Sul,57.24,0.4279904903543355,False,False
3142908,MG,Sudeste,66.67,0.4272833523267701,False,False
3554755,SP,Sudeste,68.18,0.42678905690780816,False,False
2409803,RN,Nordeste,23.16,0.42664901747555484,False,False
2805604,SE,Nordeste,32.22,0.4266390053333755,False,False
1505007,PA,Norte,59.2,0.42644715946137074,False,False
3528858,SP,Sudeste,81.55,0.4260683533708739,False,False
3528601,SP,Sudeste,66.65,0.4259943469962082,False,False
1718204,TO,Norte,58.64,0.4258465078032946,False,False
3161650,MG,Sudeste,73.64,0.4257347332651762,False,False
2612505,PE,Nordeste,57.61,0.4257243514451886,False,False
4109609,PR,Sul,69.95,0.4256630348607404,False,False
2301307,CE,Nordeste,72.6,0.4254772365914605,False,False
4213302,SC,Sul,53.13,0.4245755209161161,False,False
4105409,PR,Sul,82.14,0.4244332910084621,False,False
2503506,PB,Nordeste,79.79,0.42411576343662216,False,False
4210050,SC,Sul,85.36,0.42399027762077063,False,False
2800704,SE,Nordeste,33.34,0.4236346907230241,False,False
2502904,PB,Nordeste,27.66,0.42318168998583,False,False
2933109,BA,Nordeste,48.21,0.42316887421330024,False,False
2207603,PI,Nordeste,69.37,0.42291993434303604,False,False
1707702,TO,Norte,12.84,0.4225334248820345,False,False
3528403,SP,Sudeste,55.14,0.42243193874481433,False,False
2103604,MA,Nordeste,46.15,0.42240219332842316,False,False
1504703,PA,Norte,45.42,0.42223035856126157,False,False
4210555,SC,Sul,95.83,0.42219707526747846,False,False
2203008,PI,Nordeste,79.14,0.42196048901604855,False,False
3136405,MG,Sudeste,67.0,0.4218173587629162,False,False
4112009,PR,Sul,79.1,0.42169430639624866,False,False
2110278,MA,Nordeste,47.52,0.421510099726488,False,False
2104073,MA,Nordeste,79.1,0.421486243055032,False,False
3525854,SP,Sudeste,68.3,0.4214690353787888,False,False
1505064,PA,Norte,59.69,0.42119596841138035,False,False
3170578,MG,Sudeste,69.96,0.42109009232048855,False,False
3540903,SP,Sudeste,76.18,0.4210588217465936,False,False
2311603,CE,Nordeste,76.73,0.42083880165217485,False,False
4202578,SC,Sul,71.88,0.42071135337496185,False,False
4200051,SC,Sul,70.53,0.4205172039451815,False,False
3527900,SP,Sudeste,61.76,0.4204451219359818,False,False
4206900,SC,Sul,72.43,0.42041904858258455,False,False
2210359,PI,Nordeste,71.9,0.4202957973891926,False,False
3541653,SP,Sudeste,61.83,0.42014423031059744,False,False
2404309,RN,Nordeste,64.07,0.42001962213018973,False,False
3524501,SP,Sudeste,64.6,0.41984047064752067,False,False
1100403,RO,Norte,75.45,0.419744392749676,False,False
1703107,TO,Norte,60.63,0.41965777624008344,False,False
4213807,SC,Sul,71.04,0.4192070262632157,False,False
3508405,SP,Sudeste,59.79,0.4191684693835015,False,False
1712702,TO,Norte,33.33,0.4189990501984284,False,False
2414308,RN,Nordeste,30.0,0.4188274095705898,False,False
3123858,MG,Sudeste,75.56,0.41874831111831534,False,False
3112208,MG,Sudeste,79.33,0.4180655314597541,False,False
4201505,SC,Sul,76.32,0.41799203907001464,False,False
5001243,MS,Centro-Oeste,69.12,0.41773957239109993,False,False
2104701,MA,Nordeste,70.84,0.41763735867852947,False,False
3527256,SP,Sudeste,76.45,0.4175259053965517,False,False
1719004,TO,Norte,51.46,0.41741823744666556,False,False
4108205,PR,Sul,74.1,0.416858809305316,False,False
2205706,PI,Nordeste,61.36,0.41681670889343175,False,False
4204350,SC,Sul,65.47,0.4160405279307302,False,False
2201051,PI,Nordeste,78.89,0.41581615536415883,False,False
4123204,PR,Sul,74.08,0.415784520371528,False,False
2513703,PB,Nordeste,44.78,0.41546874736207445,False,False
3500758,SP,Sudeste,74.96,0.41533975427807823,False,False
3542701,SP,Sudeste,73.83,0.41498158812939673,False,False
4218103,SC,Sul,75.63,0.4149120266399396,False,False
4215752,SC,Sul,76.92,0.4148262015369876,False,False
3125408,MG,Sudeste,76.54,0.4137823652619486,False,False
3304201,RJ,Sudeste,71.69,0.41377146875616055,False,False
3138104,MG,Sudeste,73.2,0.41371038268853044,False,False
4103503,PR,Sul,80.19,0.4134380421634858,False,False
2600906,PE,Nordeste,67.39,0.41333569927935576,False,False
3521804,SP,Sudeste,60.4,0.41311828976044046,False,False
3538600,SP,Sudeste,67.2,0.4131028029037674,False,False
2407500,RN,Nordeste,37.49,0.41233331392833933,False,False
2614808,PE,Nordeste,54.9,0.41212386694569453,False,False
2516607,PB,Nordeste,74.22,0.4115617815389001,False,False
2413607,RN,Nordeste,71.54,0.411140043009555,False,False
3512209,SP,Sudeste,64.65,0.41060528857548984,False,False
5100508,MT,Centro-Oeste,65.0,0.4105462477496344,False,False
2612703,PE,Nordeste,78.0,0.41020752606866023,False,False
2613404,PE,Nordeste,49.31,0.4094557894733404,False,False
1703008,TO,Norte,24.94,0.4092421541592951,False,False
3512308,SP,Sudeste,58.24,0.40914850418585413,False,False
5003488,MS,Centro-Oeste,44.47,0.4090894013897293,False,False
3111606,MG,Sudeste,68.79,0.4090715533505751,False,False
4110102,PR,Sul,81.72,0.4090571686364973,False,False
3108255,MG,Sudeste,66.21,0.40901383774773187,False,False
3517000,SP,Sudeste,61.47,0.40897689150144245,False,False
3116209,MG,Sudeste,75.16,0.40879454760418615,False,False
4103404,PR,Sul,54.17,0.408737018295898,False,False
3515657,SP,Sudeste,80.95,0.40866978901753387,False,False
1503606,PA,Norte,65.85,0.40851919048322544,False,False
4204806,SC,Sul,60.81,0.4084923205126616,False,False
4212239,SC,Sul,73.0,0.4081794171756655,False,False
3508207,SP,Sudeste,82.35,0.40813228442433724,False,False
1503705,PA,Norte,54.31,0.4077529025500816,False,False
4204400,SC,Sul,66.62,0.4075693768323076,False,False
2111201,MA,Nordeste,64.01,0.40752597272375635,False,False
2201606,PI,Nordeste,76.31,0.4075000213788795,False,False
3509205,SP,Sudeste,62.86,0.4074934441522121,False,False
2400208,RN,Nordeste,50.2,0.40717037800972744,False,False
4211652,SC,Sul,76.67,0.4069267735498812,False,False
3119203,MG,Sudeste,69.05,0.40685854662672993,False,False
3170008,MG,Sudeste,62.96,0.40667223305105643,False,False
2209807,PI,Nordeste,75.73,0.4060362665055341,False,False
3502804,SP,Sudeste,70.53,0.4060314400988892,False,False
3102902,MG,Sudeste,76.82,0.40599140868010974,False,False
1100908,RO,Norte,77.45,0.4055654339056739,False,False
3164001,MG,Sudeste,78.17,0.40556286746995396,False,False
5005251,MS,Centro-Oeste,76.55,0.40520847072302,False,False
4210035,SC,Sul,79.67,0.4049746605600313,False,False
3550100,SP,Sudeste,66.6,0.40465600995975387,False,False
2302909,CE,Nordeste,74.48,0.40438288209576434,False,False
2608008,PE,Nordeste,57.33,0.4043735160597567,False,False
3534906,SP,Sudeste,73.29,0.4036762929827522,False,False
1100122,RO,Norte,75.63,0.4036522204956387,False,False
2301703,CE,Nordeste,70.92,0.40358474461487975,False,False
4204756,SC,Sul,85.0,0.4035452963912639,False,False
2917102,BA,Nordeste,48.99,0.4031293891915779,False,False
4118501,PR,Sul,79.34,0.4029679676272973,False,False
2929107,BA,Nordeste,49.8,0.40267747903769757,False,False
5003751,MS,Centro-Oeste,56.15,0.4021984573378725,False,False
4105904,PR,Sul,78.51,0.40154147505654214,False,False
4202081,SC,Sul,70.9,0.4014571470317921,False,False
3162609,MG,Sudeste,78.1,0.40134977512908526,False,False
4209201,SC,Sul,69.57,0.40115665902971126,False,False
3529302,SP,Sudeste,70.09,0.4009794360717464,False,False
2603306,PE,Nordeste,60.73,0.40077392500817166,False,False
3121258,MG,Sudeste,59.17,0.40076749185106225,False,False
3528502,SP,Sudeste,63.23,0.40068296735822945,False,False
1705102,TO,Norte,53.78,0.4006575358530355,False,False
4121356,PR,Sul,73.4,0.4006093348674105,False,False
4128609,PR,Sul,79.08,0.4005990319560128,False,False
2311355,CE,Nordeste,76.74,0.40058129752708366,False,False
3150000,MG,Sudeste,82.66,0.4001014359861958,False,False
3536406,SP,Sudeste,71.55,0.3998322017462788,False,False
2205607,PI,Nordeste,74.31,0.3997763442724663,False,False
3547502,SP,Sudeste,68.31,0.39965851333680363,False,False
4107652,PR,Sul,68.14,0.39953161555612243,False,False
4124004,PR,Sul,74.52,0.39932839301026735,False,False
3154457,MG,Sudeste,69.9,0.3991273101892157,False,False
2305266,CE,Nordeste,71.9,0.3987124860321261,False,False
2512408,PB,Nordeste,75.23,0.39870569367832115,False,False
4128807,PR,Sul,72.7,0.39854844098328146,False,False
3556107,SP,Sudeste,71.25,0.398515041313711,False,False
2414159,RN,Nordeste,55.11,0.39812154914938935,False,False
2307700,CE,Nordeste,77.54,0.3981159325519074,False,False
2510204,PB,Nordeste,51.58,0.3979733978600965,False,False
3543303,SP,Sudeste,70.3,0.39782592489907526,False,False
4120002,PR,Sul,75.82,0.39770762748101035,False,False
3502606,SP,Sudeste,62.04,0.3976837829830924,False,False
4202131,SC,Sul,81.49,0.39738915284015336,False,False
3550308,SP,Sudeste,53.07,0.3972826950364887,False,False
2308302,CE,Nordeste,72.17,0.39726496309390447,False,False
2406502,RN,Nordeste,47.57,0.3970423700613801,False,False
3540309,SP,Sudeste,57.11,0.39671092240544503,False,False
2930758,BA,Nordeste,47.82,0.3966631898714536,False,False
4127700,PR,Sul,83.15,0.3966256299171388,False,False
3525706,SP,Sudeste,64.82,0.3965547762626341,False,False
2604205,PE,Nordeste,51.83,0.39651077396040624,False,False
3505500,SP,Sudeste,69.04,0.3964617301328328,False,False
2200301,PI,Nordeste,75.79,0.3964079166634262,False,False
2604700,PE,Nordeste,56.6,0.39618555162432934,False,False
3506706,SP,Sudeste,54.9,0.39610186974357237,False,False
3518859,SP,Sudeste,27.87,0.396003643740761,False,False
2304954,CE,Nordeste,74.55,0.39599009955449443,False,False
1718402,TO,Norte,70.51,0.3959486147055559,False,False
3506607,SP,Sudeste,55.95,0.3955750273445151,False,False
3509700,SP,Sudeste,61.97,0.39545102572077745,False,False
3535408,SP,Sudeste,83.63,0.3950174768254266,False,False
2915403,BA,Nordeste,24.18,0.3948230911798586,False,False
3157377,MG,Sudeste,83.33,0.3947635042003159,False,False
4107900,PR,Sul,72.93,0.3947173922551313,False,False
2306256,CE,Nordeste,78.05,0.3947106738870889,False,False
4115309,PR,Sul,78.14,0.39453373321062396,False,False
3511706,SP,Sudeste,58.79,0.3944471467569323,False,False
2303501,CE,Nordeste,78.66,0.39431279993177726,False,False
5004502,MS,Centro-Oeste,53.55,0.39403018200599216,False,False
4219309,SC,Sul,67.46,0.3937142677417396,False,False
5005103,MS,Centro-Oeste,64.29,0.39346529690744214,False,False
2206605,PI,Nordeste,60.9,0.393281957789964,False,False
3523909,SP,Sudeste,70.47,0.3932386498267391,False,False
2205540,PI,Nordeste,77.01,0.3932362481829071,False,False
2902401,BA,Nordeste,45.11,0.39302382654627444,False,False
3522703,SP,Sudeste,71.74,0.3929283577944309,False,False
4200705,SC,Sul,56.98,0.3928562067345724,False,False
4211009,SC,Sul,76.44,0.39278307197578965,False,False
2914802,BA,Nordeste,35.81,0.392671803857945,False,False
2102325,MA,Nordeste,47.78,0.3926639994008011,False,False
4206801,SC,Sul,88.5,0.39252414161031285,False,False
4203907,SC,Sul,78.18,0.39244621435160976,False,False
3205176,ES,Sudeste,75.61,0.39236959436647734,False,False
1720499,TO,Norte,65.52,0.3921984016154652,False,False
4215307,SC,Sul,85.85,0.3917955373492955,False,False
2200954,PI,Nordeste,40.91,0.3913613521157842,False,False
3514205,SP,Sudeste,36.0,0.39133768618675635,False,False
2928059,BA,Nordeste,41.33,0.3904518302372259,False,False
2801306,SE,Nordeste,41.44,0.38993234585097364,False,False
3550001,SP,Sudeste,76.75,0.3897958719425375,False,False
3136306,MG,Sudeste,64.78,0.38938054279488693,False,False
2104628,MA,Nordeste,78.5,0.38919383753376163,False,False
3527009,SP,Sudeste,81.14,0.38892013683379645,False,False
2406007,RN,Nordeste,52.17,0.38874086226030435,False,False
2508406,PB,Nordeste,22.2,0.38867626092084745,False,False
3521507,SP,Sudeste,75.41,0.3885273797870691,False,False
2602001,PE,Nordeste,53.86,0.38851612607638525,False,False
2506103,PB,Nordeste,61.76,0.38848790472327677,False,False
2805109,SE,Nordeste,23.39,0.38792060247640997,False,False
2101251,MA,Nordeste,59.46,0.38729642091609645,False,False
4128500,PR,Sul,81.88,0.3872367616897071,False,False
3147709,MG,Sudeste,78.65,0.3871902928931222,False,False
4217758,SC,Sul,57.58,0.3871748227434698,False,False
2600609,PE,Nordeste,50.38,0.3870951024776724,False,False
3539301,SP,Sudeste,57.47,0.3870829911840104,False,False
4101408,PR,Sul,79.1,0.38697517400432513,False,False
3204559,ES,Sudeste,79.19,0.3869684090361653,False,False
3522158,SP,Sudeste,81.82,0.386890678447021,False,False
3508108,SP,Sudeste,69.47,0.3865332757935374,False,False
4204905,SC,Sul,73.19,0.38652407647820225,False,False
4207650,SC,Sul,94.29,0.38646196576679054,False,False
4208906,SC,Sul,71.79,0.3864406602435937,False,False
2514800,PB,Nordeste,70.0,0.3863733824017043,False,False
2109759,MA,Nordeste,45.99,0.3862778143428896,False,False
4128559,PR,Sul,77.96,0.38614214882420955,False,False
4208005,SC,Sul,75.35,0.3860685593022805,False,False
3533700,SP,Sudeste,82.92,0.38598945166984266,False,False
3512001,SP,Sudeste,56.31,0.3859773443150674,False,False
2201002,PI,Nordeste,70.34,0.385797196441776,False,False
2109601,MA,Nordeste,63.51,0.385758313567988,False,False
3136553,MG,Sudeste,73.68,0.3856817110492614,False,False
4212601,SC,Sul,94.87,0.38520731776484124,False,False
1506195,PA,Norte,62.55,0.3851944128622052,False,False
1718899,TO,Norte,67.74,0.38493337938131733,False,False
4211405,SC,Sul,69.99,0.3849186646711127,False,False
2108603,MA,Nordeste,59.87,0.38459455513943513,False,False
4209177,SC,Sul,74.65,0.38455039232462734,False,False
4217956,SC,Sul,82.68,0.3844595959342314,False,False
3513405,SP,Sudeste,55.44,0.3844546424169144,False,False
2932705,BA,Nordeste,35.27,0.38440910970059355,False,False
3104700,MG,Sudeste,61.02,0.38431708373135787,False,False
2408706,RN,Nordeste,9.09,0.3838043398057468,False,False
3542008,SP,Sudeste,63.91,0.3835883406747234,False,False
4216909,SC,Sul,76.29,0.3833769043628487,False,False
4201604,SC,Sul,100.0,0.3833021238122978,False,False
3152006,MG,Sudeste,63.86,0.38325487319820517,False,False
4124301,PR,Sul,69.47,0.3831006729233043,False,False
2804201,SE,Nordeste,32.36,0.38304883164431136,False,False
4106571,PR,Sul,83.65,0.3829778814199547,False,False
4109401,PR,Sul,75.11,0.3829038879651659,False,False
4104501,PR,Sul,82.16,0.382660098985731,False,False
1708205,TO,Norte,68.1,0.3824423764987294,False,False
2605202,PE,Nordeste,61.65,0.382323450347612,False,False
2602605,PE,Nordeste,59.7,0.3821552979273326,False,False
4219176,SC,Sul,67.2,0.38208873874424876,False,False
4108403,PR,Sul,84.44,0.3820444392753549,False,False
3159803,MG,Sudeste,65.51,0.381981256201047,False,False
4106902,PR,Sul,74.03,0.3819059019754431,False,False
3548708,SP,Sudeste,64.54,0.3817636163262033,False,False
2404002,RN,Nordeste,10.71,0.38165621775659175,False,False
3540408,SP,Sudeste,79.44,0.3816390086154113,False,False
3512605,SP,Sudeste,58.75,0.3811415599050273,False,False
3549300,SP,Sudeste,84.21,0.38091930587150974,False,False
4209458,SC,Sul,92.56,0.38081279263757045,False,False
3162807,MG,Sudeste,75.5,0.38079300744692424,False,False
3525904,SP,Sudeste,75.94,0.38078555470416253,False,False
4215802,SC,Sul,77.48,0.38074447723227856,False,False
2300150,CE,Nordeste,76.63,0.3806117585521694,False,False
3544400,SP,Sudeste,63.6,0.3805586478300172,False,False
3120805,MG,Sudeste,73.68,0.38038043699010304,False,False
3148608,MG,Sudeste,66.01,0.3802400802411729,False,False
2512309,PB,Nordeste,75.87,0.38007487487450115,False,False
4105805,PR,Sul,69.9,0.37987657608507724,False,False
2410405,RN,Nordeste,49.55,0.3795886301176681,False,False
2920403,BA,Nordeste,43.47,0.3791701161320965,False,False
3545159,SP,Sudeste,71.11,0.37883832006325413,False,False
2103752,MA,Nordeste,65.01,0.37836018277348443,False,False
4201802,SC,Sul,80.13,0.37814003836262555,False,False
2202737,PI,Nordeste,75.54,0.3780862283851629,False,False
3126752,MG,Sudeste,84.25,0.3779751967880772,False,False
3520608,SP,Sudeste,84.55,0.37797319898640275,False,False
3137700,MG,Sudeste,72.76,0.377914131436723,False,False
3534609,SP,Sudeste,65.38,0.37782645522020464,False,False
